"","AUT","BEL","BRA","CHN","COL","CRI","CYP","CZE","DEU","DNK","ESP","FIN","FRA","GBR","GLP","GRC","GTM","HKG","HND","IRL","ISR","ITA","MEX","MYS","NLD","NOR","NZL","PER","PHL","PRT","THA","USA","ZAF","AUS","BHR","CAN","CHE","CHL","DZA","EGY","GAB","GRL","HRV","HUN","IDN","IND","ISL","JAM","JOR","JPN","KOR","KWT","LKA","LTU","LVA","MAC","MLT","POL","QAT","SAU","SGP","SLV","SVK","SVN","SWE","TUN","TUR","ARG","ECU","FJI","KEN","ZWE","BOL","MAR","MKD","ROU","URY","VEN","MUS","OMN","AGO","ARE","ARM","BEN","BFA","BGD","BGR","BHS","BMU","BRB","CAF","CIV","CMR","COD","COG","CUB","DOM","EST","GHA","GIB","GIN","GNQ","GUF","GUY","HTI","IRN","KNA","LBN","LBR","LBY","MNG","MOZ","MRT","NER","NGA","NIC","NPL","PAK","PAN","PNG","PRY","RUS","SCG","SDN","SEN","SHN","SUR","SYR","TCD","TGO","TKM","TTO","TZA","UGA","UKR","VNM","ZMB","AFG","ALB","ATF","AZE","BDI","BIH","BLR","BLZ","DJI","ETH","FLK","FSM","GEO","GMB","GNB","IRQ","KAZ","KGZ","KHM","KIR","LAO","MDA","MDG","MHL","MLI","MMR","MNP","MWI","NCL","PLW","PRK","RWA","SLE","SOM","SYC","TJK","TKL","UZB","WSM","ABW","SPM","ERI","TLS"
"PRY",282827,52417846,340769211,2126694,871866,90526,0,28716,15661685,2130677,32746382,108371,16454672,4595940,0,953,269838,1837573,48457,52937,6192640,28880995,4412825,0,47340566,15411,63108,14459692,43062,13179343,125860,75983490,2120904,52423,0,1144910,3581285,50238811,6528,126394,25831,19710,325672,0,266249,188044,56971,122168,77057,26175013,6451770,0,0,0,0,0,0,3357434,0,311696,26829,23913,319177,300008,54374,1509799,120299,64847640,343167,0,0,0,1328350,401982,2860,3719557,7750545,19922979,0,0,0,0,0,0,0,0,0,0,0,186472,0,0,0,0,7007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12201,0,0,0,0,0,0,0,0,27658,0,0,0,0,0,0,57656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",809152932,1270314964,161127692,3164825203,43903013,6414688,109658680,1134564057,5165853100,282244271,922015924,1783369379,2538749725,1047021178,73192,495041444,24261707,254634355,3231287,20020706,63543128,4342726019,126360463,65766591,849568603,554638779,3700782,14723786,194183981,173065520,835508999,3108043127,36100651,12240178,773308,239866530,336044285,34375622,47941670,245377328,1103466,1236971,150415762,1577753079,197356035,454199672,29353113,1948712,21842764,3144908769,1104085279,5614310,6651211,903514594,264699491,6030174,6787199,1310875387,18991559,14014107,169410838,4965909,1078857533,133039271,589996315,93511669,942009185,53247436,18100802,59609,8725904,63009324,2950849,98878839,41775179,885490140,20093269,328536,292350,120526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6497058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",113475,141897,464319,4698222,64015,86520,86802,254673,690698,0,493130,129148,30440,60908,0,0,0,0,0,0,0,2389149,2409622,3829768,69178,0,12922,1425101,187200,175041,2761324,0,0,0,567203,52172735,12062,749955,5583306,1356996,39413,0,0,741006,1993104,776123,702321,31111,1256742,343359,211831,0,0,218422,156883,18776,938100,183245,319415,5378164,0,52133,363786,166383,116863,3108844,0,1437239,196989,0,828799,36813,7329,0,92509033,18394772,242794,276946,2643,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",492047,3590271,0,47549760,141006,10599,480071,303934,22373355,2288553,2529552,848346,26983905,9938200,0,7005420,0,761548,0,275296,0,66831636,1180476,172242,11842436,658567,22596,15538,177787,1207658,37923267,32735748,1088460,26918,24312,363989,450547,25045,381749,1628195,0,0,192595,105351,135956,12064139,107870,89081,2082488,35137974,18448063,7787,11492,0,0,0,854,2110622,325903,39027840,288926,36391,32152,380721,2812945,3229366,9964178,28110,0,1390,37760,3313,0,10314,463476,3600,5927,0,73529,86365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",263226,12708630,53481,1215344,889754,0,9058,56493,15916914,678671,23121183,16958,165169916,10524535,184109,1992994,0,6983370,0,827126,0,53827499,404247,1297915,14371059,73661,0,0,5063142,4527508,5360264,11385583,726896,1021,0,114212,1874111,3304,2664274,250721,4112788,0,4571,49883,1043285,11085963,646,0,0,10595439,1818952,6295,61591,0,0,0,52930,55003,0,68110,0,0,30719,69030,474624,2220826,1535254,0,0,4232,4986543,2406,0,370295,0,0,0,0,13146,0,0,0,0,1685154,0,0,0,0,0,0,326619,0,0,0,2456823,0,0,0,0,0,0,0,11454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",21431,0,0,0,0,0,0,79771,0,0,7511,0,0,679894,0,0,0,0,0,0,0,5570,0,163004,13801,0,0,0,14372,12347,0,31496,66148,0,0,11469,15202,0,0,1283,0,0,0,0,0,0,0,0,0,2356816,0,0,0,0,0,0,0,0,0,0,0,0,0,9670,4167,0,0,0,0,0,0,0,29707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",147584,1645307,16736669,283491,0,544,3531,251346,38084489,0,18289502,51778,5524342,24394315,1042065,0,0,68035,3728,45208,0,1516365,82157,69574,61163687,100228894,1640,0,0,62455,2152157,41445065,178555,2305,0,285143,364814,0,0,0,0,0,46245,1666525,45364,37397,53335,64265,0,22784451,1243,0,54507,36907,0,0,0,735563,0,843,0,0,211012,59792,118600,6886,81522,0,0,11186,0,0,709,18159,0,0,0,176515,0,0,0,0,0,0,0,0,0,0,0,74354,0,0,0,0,0,0,0,0,0,0,0,0,351126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",36213121,4328223,2431391,1715904,754474,39299,41635889,1880746,569676946,708142,175845751,108110,330664509,178856931,67976,17319432,25904,13770359,5536,3235695,0,435714314,2983182,774658,7543078,151358,0,848612,2301664,14402629,15581481,64552883,310289,176315,3730773,653065,1116329,317972,24317147,15268819,21621,0,10721291,1496018,15352382,15309377,1027,213184,63297646,15305730,1252678,54287102,3595308,0,3825,46028,6066,318522,7474746,102895085,1654040,0,674584,127624,3370006,21836791,39994221,435474,315205,0,4228,0,52102,15596156,141303,6672068,6633,254765,23202,1110040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",0,1413234,0,2718,0,0,0,0,13172324,963,2301766,0,8233794,1524522,7078,0,3560,0,0,1909,0,2141009,545169,19203,10013,0,0,2271,0,17404250,2038805,1758087,1561474,0,0,40892,195648,0,0,390819,6414,0,0,0,0,59279,0,0,0,1509200,0,4986,7360,0,0,0,5759,147712,490,0,0,0,9810,138143,482913,0,3168,3794,0,0,0,0,0,160042,5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",726584,19946092,6075827,1479917,2373,0,911,2513,4036468,1472895,3364298,0,15171949,3790771,2521,2596993,0,1595117,0,734048,32947,7203081,2596596,574248,7481107,16505,0,0,8878036,5605242,9118380,4214523,15000644,2779679,0,20661985,4128544,0,0,43658,686479,0,31040,150119,768070,4087760,0,0,0,201752,136472,0,219165,0,0,0,6493,7960135,0,0,0,0,1138,30202,335067,0,0,0,0,5208,2300,0,0,2803275,0,5399,901720,0,0,0,0,0,0,32349,0,0,0,0,0,0,0,0,0,0,57722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",1615968,8136342,0,6813231,22748,0,3532,12394227,35930542,7861,17223571,5724560,43932683,1146176,1060,3859516,0,1924574,0,977209,0,88936303,0,105396,163739,625,0,0,159619,3057820,0,1650115,0,0,0,2699,1733954,0,0,0,0,10905,366549,358714,0,9589893,0,582,0,4334535,968956,0,0,1899945,445998,0,0,10464764,0,29461,0,0,2559579,558253,5483511,0,59046238,194798,0,0,0,0,0,0,0,986010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",169325,137910,33852092,482657,42707630,9269670,0,3904,32384815,5533982,29691872,17721,64001155,64072391,6957930,7087,3770197,851883,2432694,960098,0,17252985,41002299,923,20696671,1945,70169,5626379,0,87448,19338,1082421488,556672,750506,0,10787069,441562,20146619,0,0,0,11942,6892,8007,23271,582574,0,109745425,0,9423297,8166820,0,1296,0,0,507,0,0,0,26198,439231,2496820,0,0,1552978,107257,2068288,4161978,5095595,1304,31939,93031,0,6315098,42197,0,4631,18964310,0,0,0,0,0,0,0,0,0,0,0,59154244,0,0,0,0,0,0,0,0,0,0,0,0,40300150,0,0,0,7585558,0,0,0,0,0,0,0,0,0,0,0,14097847,0,0,0,0,0,0,0,33591398,0,0,0,0,0,0,3191,0,0,0,0,0,0,0,0,0,0,2392601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",2495059,16442925,37941,8225442,0,0,34834,1365962,45152388,7598498,9082238,4359319,13308629,30115757,19455,1985668,0,11670463,0,2517788,1149571,8722679,225857,9906022,20946230,266567,310399,7449,1219735,22764722,10619917,14785609,3989654,817971,227896,1109983,5175667,0,0,1691316,11257,0,136080,6662587,16499199,49062447,3325,0,75756,44412251,2098363,71840,1372987,154007,5407,0,0,1875254,29261,363446,12843098,0,104062,481454,1667254,0,644008,821,0,0,19218132,630498,0,0,0,0,0,0,819239,1471612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",3385710,9058299,0,19003,0,0,27893,8040248,50177003,3599335,60109544,749964,61575069,21532914,20959,1046037,0,3605026,0,338930,0,29681229,50575,212462,14363395,703944,0,0,0,11929854,301911,32899136,409894,1630619,8608,3322441,5252944,18726,150217,1618060,0,0,61566,24651688,563090,158594,0,0,475091,3714240,14128,0,0,0,0,4064,3040,18084606,16993,20011,542772,0,379071,2332571,41649,70650,1315537,0,0,0,2390702,6507,0,31400,3581,56768,0,0,88564,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",102368830,42832976,38509439,670007069,10093080,519630,13708980,101264058,269280333,34095799,73224393,14235941,136193772,21829722,0,136333357,0,8098158,0,2193052,21454664,534052272,0,32445538,68613913,28874126,130597,2205011,38805342,25986480,11122083,337036391,2904190,592464,324184,11566259,8635844,0,0,60618623,0,16153,38507827,268434590,0,178797154,101471,812682,64301602,83871381,102906077,97598,397299,116624203,33864755,0,1967576,174219152,0,380596,0,0,105868742,6242356,5226060,0,483128471,8801182,0,5866,0,34922,0,13737681,9836924,135362435,935353,194560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",22503567,44587496,43369060,173835945,37643249,0,272571,6267646,372689133,15552332,45894300,4636078,206486364,91075036,501260,3125345,2379366,134175879,9280469,12482134,0,49325764,7352916,101169863,80903524,8569690,4217005,26019068,15202839,2922899,35265806,49371249,6332202,191757238,221387,22683903,18244073,5411068,35324246,2991031,5360973,19752,511854,13079286,71618183,39892304,175759,2150769,8195152,1218292574,102502885,857044,2310475,14668,68836,83906,16779,28080822,87724,5749567,410122866,0,1072128,786397,16043428,93903,4366816,174100,4553,248497,2057643,14750,54094,981994,0,4797354,111285,2858359,349229,170835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",1115835,105951019,60983,1892970,174454,0,7419,41888,17664411,83733,677170,421298,44168763,17482449,0,39768,0,7642979,6303,604408,25524,16145700,1795,77548831,8257754,310105,0,0,5786,98397,144018713,56409301,26132394,160352,615,1919439,6853185,0,0,36193,0,0,778526,901257,2719824,49357173,479,63146,0,156752762,10671718,0,1591,0,0,0,0,225184,0,105997620,23934490,0,7672,120898,944486,98308,0,0,0,0,2679463,5982403,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",922596,27926234,0,10672043,1107,2245,84837,13093,9004868,176517,315046,141738,1433080,5639513,13276,48071,0,45105,0,70884,0,3766418,2961287,425373,201735,390273,86714,17674,0,165701,3765471,5703803,151329,50371,2061,226966,1421700,374180,8124,224909,914928,8275,54932,508031,0,5911110,6501,2395,99474,1097206,7560,77114,260714,33654,57969,6123,2466,138136,471,849932,75240,20998,37002,653009,294610,2437,349706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",1870172,876633,0,0,304491,0,4196,87841,10080066,1011848,522098,41319,3281635,302902,1061,32157081,4444,52307,7267,52306,0,79554375,1460795,11189,1247418,24585,1354,39483,8446,0,409161,5934664,7978,49268,0,38534,846101,816128,2302,480521,0,0,2395619,569543,0,46540,0,0,17460,1264359,0,894,29892,0,0,0,0,0,14237,468237,0,0,623342,817461,152420,0,1374483,0,189737,0,0,0,42129,38986,7524371,113163,753,5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15611,0,0,0,17514,0,0,0,0,0,0,0,0,0,0,0,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16717,0,0,0,0,0,0,0,0,0,0,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZE",1610781,852862,3054256,4456224,529008,0,0,1090787,6678012,64848,85926,0,1917944,1732135,0,39363,0,418724,0,1000,329032,12198327,0,0,122392,1981,4321,0,0,40377,117097,282193,0,419702,0,0,607911,0,0,3352,0,0,11582,269955,0,8314,56389,0,336498,544976,10450,0,12398,4055684,1013864,0,198843,3124256,0,31601,0,0,122718,266041,122545,0,8054452,0,0,0,0,149443,17804,62172,6027,993698,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",1555043,23329186,0,48116,0,6926,1466,0,28296474,1024141,4329504,1003643,6913411,5912427,0,0,0,13447,0,219498,0,1707928,9834,1193,3848885,1775107,0,0,7502,1739751,939758,7076153,376040,0,0,0,3744797,2011,0,90493,10007,0,2969,4723351,0,390209,0,0,0,337864,0,0,0,38088,0,0,29002,260568,0,56555,0,0,0,10585,2133937,0,0,0,0,0,418752,0,1497,0,0,0,0,0,0,274240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIH",545203,20827,0,0,146575,19065,171631,199569,7961775,1429,0,0,168988,104938,840,1755540,0,0,0,4318,578371,2790694,893,0,127369,31730,0,0,8930,0,0,4228953,0,15923,13133,0,102964,0,0,873177,0,0,3615606,232097,0,0,0,0,44047,0,0,0,0,0,0,0,0,60099,0,1272,0,0,19284,4701164,156603,0,266281,0,0,0,0,0,92480,0,804040,19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLR",6701200,33598426,4566192,15486013,0,0,0,15940600,273217281,3223317,15086221,6365108,27586550,16501066,16834,3948149,0,478395,0,967444,42155,49985597,0,5026485,44130118,15592635,73306,6892,0,2517575,37086,54049064,43675,439416,0,3746194,6223465,0,0,213209,0,4044,11777624,38597100,0,519269,225881,0,28708,4116506,1659950,0,15125,89542319,34556841,0,0,143198885,0,4162845,0,0,17095325,3820571,4207924,0,1463630,0,0,0,0,0,0,3154897,842823,15669261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",908,46416,0,0,27178,47728,0,21227,1883382,372831,11545295,3573,2299487,57717179,0,55189,130265,572887,104620,0,0,5099966,5129854,395501,184683,0,0,0,8901,2366335,8781121,48800986,8134,0,823,11665008,15068,131687,0,0,0,0,79785,46726,0,0,0,2113737,0,9053991,160100,0,0,0,0,0,1786,392878,0,0,0,23875,65612,134565,38763,149551,778798,0,1150,6033,0,0,0,0,0,0,2440,18522,0,0,0,0,0,0,0,0,0,0,0,707098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,348911,0,90827,0,0,17149,0,212359,117031,96457,778,631553,506125,0,190535,0,87490,0,23774,0,670603,0,512302,255070,4089,0,0,0,59086,21923,62449,7110,0,1046,0,42910,0,0,784532,0,0,0,2684,0,297173,0,0,28127,200091,64700,0,0,0,0,0,0,0,0,581880,105658,0,0,0,174762,0,238813,0,0,0,39366,1112,0,0,0,0,0,0,1690,5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",2490648,1700740,0,34845,14093,0,0,0,79976574,642686,2778655,4084050,15130602,17567127,133163,246729,0,116171,0,46280,255882,32638195,2686850,1747444,4940798,824345,7627,0,0,1033994,516872,32917517,212843,629331,0,5264515,1218863,50504,0,3528264,1628,0,0,1720525,814624,1102039,3471,0,208592,58855614,2172663,236123,0,51205,0,0,857,1123557,11119,3539749,704448,0,122008,113535,895389,5216,1133501,0,0,0,161170,34024,0,6968,12804,1291679,0,0,1512,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",70945,0,0,0,0,0,0,18508,68991,0,2394331,0,239568,5448919,0,0,0,0,0,0,0,3512210,0,14610,761931,21872,0,0,271418,1385308,0,244543,207257,0,0,12197,18281,0,0,0,0,0,0,886,0,0,88503,0,0,165096,0,0,0,0,0,0,0,0,0,0,0,0,0,282339,58829,27884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSM",0,35205,0,1180683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81221,0,0,2405,0,0,0,37060192,12728523,0,0,0,0,0,0,0,0,0,0,14072,0,0,0,0,0,0,84220830,279743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",106064,0,0,1623099,69904,0,0,30283,3168175,1166671,789348,1341,174843,195443,0,5924447,0,6221,0,3157,45959,3876821,0,574328,68002,6084,9618,0,0,13547,0,1221993,0,3091,0,281209,335953,0,0,0,0,0,14585,643855,0,5961,0,36551,0,660411,3197,0,2416,29435,80683,0,123047,169294,0,35169,0,0,122440,0,72681,0,23102466,0,0,0,0,29404,0,2364,0,23261,23818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
