"","ARG","AUT","BGR","BHR","BHS","BLZ","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CUW","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HRV","HUN","IND","IRL","ISL","ISR","ITA","JAM","JOR","JPN","KHM","KOR","KWT","LKA","MAR","MEX","MLT","MNG","MOZ","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","PSE","ROU","RUS","RWA","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TUR","UKR","URY","USA","VEN","ZAF","AGO","ARM","AUS","AZE","BEN","BFA","BIH","BLR","BMU","DZA","EGY","ETH","GEO","KAZ","KGZ","LTU","LVA","MDA","MDG","MKD","MUS","NPL","OMN","QAT","SEN","SRB","SYC","TGO","TUN","ZMB","ZWE","AFG","ALB","ARE","ASM","BDI","BGD","BOL","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GHA","GIB","GIN","GMB","GNB","GNQ","HND","HTI","IDN","IRQ","KEN","KNA","LAO","LBN","LBR","LBY","MAC","MHL","MLI","MMR","MNE","MRT","MWI","NCL","NER","NGA","PHL","PNG","PRK","SYR","TKL","TLS","TTO","TZA","UGA","VNM","IRN","SLE","SMR","FJI","GRL","WSM","ABW","BRB","SOM","SSD","TCD","TKM","UZB","TJK","ATF","FLK","FSM","GUM","KIR","MNP","PLW","SHN","BES","BLM","SPM"
"CHN",11696738997.08,7713533484.59999,1099259866.43,1569011911.17,1432936071.95,107156537.94,29893195340.75,47466668996.52,12650759905.47,14701531876.37,0,1216752453.7,9723033849.75001,1907888358.79,118144891,492818468.03,17404516233.01,95694462013.7698,6472086095.73001,2176310758.33,4051781502.94,26115842174.25,1230349901.61,4305563884.36,47255610500.63,62540860790.4,2928811535.06,1920122195.12,147664529.79,266457426235.83,653013764.780001,5360384802.76,58046401112.7,4235077488.42,402103138.21,5873324141.26,30936950898.07,472140993.32,3021300326.11,151774264900.1,3706749451.04001,89744271826.04,5021721561.66999,3539513445.74,3161936966.12,61564038997.1002,1765775039.95,1413297671.46,1142809173.83,35540447246.55,873996937.3,42901287322.92,7724651498.86,7001435167.93999,12398512717.14,4751142493.41,8523261929.6,20718237067.44,2134697069.91,2401964589.77999,248517329.36,3251090735.1,33938149144.83,326771094.63,23112358191.63,2631261005.99001,47440942540.95,870438094.430002,202136784,5095850702.2,1723800586.29,7023527758.43001,40355793431.15,24249662102.76,3758854102.89,1787575728.97,464587384446.6,5314909676,15506024326.53,2810922790.28,303408665.57,45348066083.17,534057496.48,2286463769.53,288122072.74,606726072.39,1961670792.74,368289871.69,8271695327.26001,10884832197.89,5227113019.70001,631019272.369999,5803027029.33,1898344771.32999,852816471.769999,546113416.83,361564943.5,621875591.87,393671732.69,847801062.229999,941581292.6,1766828848.8,3563968989.48,1071423143.25,1258505478.74,58339874.92,2205295546.16,1658073484.37,722287327.690002,486639169.139999,364274221,381189108.03,37068787126,0,82384656.87,13904723081,1647343030.78,34504252.35,1451836007.44,1410327564,1039142698,1884144291,1982336306,135341325,667020357,5312758562,197688553,1159658721.8,332742389,19423235,263617490,858590420,436846182,34374628156,7923142112,5918001953,13388862,1208431931,2290982431,1357583153,1895743255,3681578425.56,3374123995,272050899,9386603149,233687282.22,803782468,312316993.04,263049084.27,439834960.94,13647945014,26689995642,989703211,2946419897,1024318867,0,105877672,481740205,2401693261.1,868173837.129999,50925792306.5,17830130345,301432656.969999,0,344604153.97,16811214.33,68749967.42,42649118.47,65277419,299975642,0,125191895,813704425,2236302261,1796558877,0,0,14457331,0,44696963,0,14863570.97,0,0,0,2714396
"CIV",1766046.49,15779574.21,18721889.72,1501979.85,291805,846946,76016592.03,233496824.73,502217933.42,3423475.51,117321886.6,0,24913954.5,43526.95,183729,236133.1,34455290.99,834689297.91,1168825.57,2005604.88,758533,379429099.35,91944160.1,899178.98,923992693.36,325933661.8,16918592.67,198915.09,28859,642015.91,714979.72,509640.82,558090115.04,98554644.36,9648016.88,3691124.78,341547074.64,223428.12,1241138.38,14854780.43,0,14477952.4,234115.76,924034.51,14632822.63,48553061.51,300879.64,0,711890.19,303329850.28,3726.34,1338607495.96,11722187.17,1137981.48,4459329.88,395133,821680.58,177732290.18,31870334.08,0,65440.93,10710282.77,150416035.63,109762.9,1847576.57,258321.77,24931819,0,0,37610253.49,9621124.45,813116.97,18583906.39,264487947.39,30969703.12,331802.53,1103415508.5,80817,324242944.4,18554572.4,1370346.4,18905096.84,0,67252125.38,462830226.219999,661519.75,14627652.54,0,91730413.81,7090155.38,995599.95,3486582.75,1979406.94,0,5550766.75,0,2022247.71,889559.28,1861024.23,4315008.61,1663.4,61819.99,1668819.88,114928287.5,17179638.24,87625.53,239845908.16,6519530.27,376518.78,153449.21,0,420877.22,14982082,0,12046,39963566,0,2552620.02,82692011.8900001,53707081,43654548,148434,227882,179839,20838128,461273801,50029,28332498.23,6381372,670530,54100307,0,825909,73626423,26329,3248430,0,0,4585080,34570728,11102,0,396376,487533078,0,1934.83,7787884,0,8697.13,79243681.97,473385838,703074,0,496008,300393,0,0,113747,205101.43,2646395.63,374338136.45,175109,44125846.3,0,0,0,0,0,89031,0,0,5297506,0,0,0,0,5104238,0,0,44264,0,1014491.49,0,0,0,0
"COL",158918234.01,29697907.09,2738618.6,1867616.9,674462037.18,2565089.55,1204879357.59,468086237.04,748760870.89,779018352.229999,2274246779.37,109373358.38,0,258503525.25,24779621,392675.78,19697611.68,742799374.87,55632762.55,297831253.83,1458921429.64,1695182730.1,8210049.93,103747164.36,188698797.84,840819787.1,16652325.64,256904021.97,18573856.13,73626498.45,19123333.18,1778931.9,556622322.67,121937376.29,1183337.49,294261126.47,630117103.44,58897282.41,24574978.41,531200829.77,1413297.96,241249406.43,5789853.93,593260.25,3778701.1,920737025.450001,539726.67,27624.3,491091.21,102089969.99,13086930.2,1802744105.84,48288297.88,13251873.13,9189418.89,2416636382.11,1168715325.83,90751500.91,306805610.39,25963427.73,3117208.86,15661892.17,98411752.04,300534.35,18561746.07,74425.77,386898278.73,94614082.8100001,10190040,10625667.58,47473639.84,45523234.55,63175917.98,752348864.72,16199822.32,28661572.7,10305284208.62,1059946768,148323056.99,6836126.69,144495.16,56530163.48,361665.22,2786132.17,75438,10145629.23,7875929.47,213751.73,16830818.21,16927644.7,841732.33,5074940.3,1897797.41,58480.61,2900142.03,162080.66,461190.94,80755.24,6900884.11,204513.99,79414.68,860431.47,1896518.75,1292144.75,1864462.48,87579.68,1257961.43,2993069.75,907762,33309.15,83212,254589.22,23083647,0,17850.56,289636,168282696.31,0,1820492.7,4353699,0,38775318,205685,9432,9359383,2520830,0,2758063.85,384490,0,113888,82498649,44900811,6469303,1471958,613059,785913,0,51150153,1711782,1154631,196569.82,0,0,23490,149948.68,20510,43344,87273.36,0,20359465,10673146,225780,0,2404309,0,0,191538456,3372394.69,728226.29,12393344.74,744157,307217,0,166318.59,4540.96,0,877534126.87,3204008,0,0,0,8496,37832,84789,0,0,0,0,0,0,1030,0,0,0,0
"CRI",26297168.31,45700864.22,1096767.85,810376.18,9408052.85,12501866.39,50377133.71,295054043.84,105366562.33,35660240.19,376714638.18,343196.4,92564093.5,0,2176073,75802.21,240042848.19,353369754.45,6354423.25,269017932.36,56633930.15,175428746.5,12834458.11,65939249.43,203195781.22,282860708.75,17968460.9,589414934.61,11292856.1,179690530.65,861948.83,1913252.25,37174265.39,80144059.8,2211563.31,5388939.12,248754116.8,50840158.56,1597330.4,183904925.49,0,128425130.02,4723189.1,183581,3993121.3,408129655.62,901779.5,43204.74,0,15282467.66,500586230.63,524817025.49,53386720.55,6131070.14,1072206.14,540011026.5,25977096.75,46448097.36,28760332.16,1830483.55,1673075.82,1659440.52,70936150.25,5660.98,23900821.98,0,48517473.39,263297847.44,10205889,7603593.56,6019545.04,26434786.39,21000875.67,47016556.06,12268413.94,5086959.43,4304447695.28,52305745,10766270.98,35709.36,713031.32,76960545.48,393665.42,1903,751200.2,5052341.06,13920569.86,250359.56,2209797.64,812546.61,254659,149490.93,3027844.76,381654.31,8356567.2,239139.57,1662681.91,14674.29,2972322.66,68133.81,125274.32,321578.97,4257257.69,344422.03,3717787.2,4778.46,50133,760606.51,232720.76,0,195842,391387.69,2599834,0,0,0,1850358.61,0,8835235.2,0,0,29243433,0,0,445707,257124,0,7233,0,41994,0,332726949,19011646,104507,49543,54514,212297,0,1655869,32655,805898,0,0,63000,295888,911196.43,0,4003,1073025.2,0,161253,3592591,0,71310,329573,0,0,61728578,183219.98,276995.32,22563254.91,119698,120799,0,23932.82,30459.11,0,21164202,7655225,0,0,0,0,49098,0,0,0,0,55543,0,0,3127,0,0,0,0
"CUW",4649343.76,141817,1108,27745.21,809071.17,85446931.3,103881835.36,3922029.73,373473473,2413458.88,279556.92,4386333.3,17423412.74,1782105.01,0,0,37839.02,198623.41,39602,33432856.04,969425.83,20074345.44,0,7695.48,907020.33,701309,10058,9408791.36,34863715.64,0,3013,0,14320452.12,0,0,17000,0,1193849.06,0,548651.97,0,564244.75,1324,0,0,37897168.17,8547,12607.76,8443175.38,857015.25,332946513.72,8089690.47,34917,0,113367.91,0,108586.11,3887429.12,765575.92,0,0,0,199918,0,736217.83,0,36308171.23,82907498.99,0,0,4305,9723,1472604.24,4533498.97,0,0,311728712.23,0,227189,204537.35,0,515066.79,1296,1079,620774.21,0,0,189692,0,0,0,0,0,0,0,0,0,0,0,708176.12,0,0,2674.42,0,0,27576.86,2486325.02,0,6779,95851.34,0,0,0,0,7962,0,0,26481,106600.01,0,0,0,0,0,0,0,0,57453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663019.29,0,0,0,0,0,23989,0,0,15632676.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",193311.62,29635604.31,48695453.87,6050039.57,140746.09,4524,1574133.81,4227591.84,40014133.26,745499.61,68739988.1,166220.98,182392.34,149710.39,366969,0,32686171.65,107259379.99,10287466.9,115830.59,496505.79,22067151.39,5102332.06,8929255.41,55592916.7,243689081.33,359250300.45,69801,11787,25868072.92,9709099.24,28182782.06,48163580.42,181311325.48,308565.08,344192125.32,83587285.42,126460.78,20187973.49,2037617.24,1566350.61,72055138.53,24636494.25,3981170.13,4147116.4,5145686.48,10414014.49,883727.11,1884338.91,227988867.52,14116,67493750.3,5701876.41,1899079.73,3666298.09,61212.27,100267.51,246995493.46,6541832.37,433708,770679.26,54196947.69,34943426.72,95121.44,88968215.12,21917767.55,102687108.61,82501.5,0,51723333.12,27821123.09,30781251.01,13157464.08,1117762.38,15652186.52,243588.8,43409415.66,51724,7186543.95,2915743.92,935041.89,18214541.92,10651708.2,215657.78,115957.9,1996574.78,1150419.79,21354.02,28958404.39,258363709.54,7793602.71,3426068.88,2666368.5,176796,69542149.2,13392005.22,663192.67,135528.76,1786662.83,1534558.05,100035.4,36989578.26,11744415.42,450702.81,5385968.48,1246751.68,3280760.09,4323835.05,427462.08,6349885.49,38933,1380493.01,45504251,0,418320.82,3352156,71141.81,190372.06,1361269,898645,87825,0,82052,973462,36473,623098,50378,285084.83,320403,0,10851,1274365,57179,2919207,7155363,1886096,94006,0,68064029,303672,2324358,232531.07,0,68488,1101966,2392821.64,438375,754148.59,262969.81,440867.7,6064426,1710134,96941,1138325,2077462,0,22671,1056589,2791222.61,1384310.32,27547721.04,4764171,85397,0,77513.37,115433.08,0,69847,390402,1698030,654354,179894,108313,39505,0,0,0,0,0,0,0,0,0,0,0,0
"CZE",179784005.23,6305642368.52001,674851029.499999,32283273.32,604239.55,2880359.79,432012473.64,403454145.79,2476046485.79,69072463.82,2163162890.57,27983129.59,73427685.79,25134956.05,361312,38628600.91,0,44612630125.42,1440062820.42,17807381.37,23540972.12,4075689826.9,210775937.37,802425462.73,7378662370.26,7770386419.35,321558306.15,7831857.83,134686.27,276613604.72,447511005.230001,4314818216.69,600234382.65,620221438.85,57425959.22,522154787.14,6132226442.53,1005864.46,44422892.49,896598157.39,1589688.07,604299217.03,103423238.11,16944841.3,211145985.53,960916126.16,25683986.92,11528193.18,1350547.71,230637488.27,2876511.48,5162439820.49001,788921874.279999,100377092.24,65823697.39,5747334.87,60082851.01,7625104366.01001,541458377.86,6290524.74,13943686.33,1981362234.07,3032417635.63,1473291.52,675370628.03,14244151.56,289287121.03,36431114.83,593397,12278434421.85,714423209.68,2055477286.61,192680479.33,2170851155.34,555934266.64,14881234.41,4402120290.98,6824934,447170848.57,30985947.56,25015406.9,632109901.460001,113648289.37,8249493.42,6650212.82,134454762.12,290504694.15,163592.87,319687457.94,466925549.08,23058730.58,57997146.56,208992285.81,8953065.7,443467103.280001,227730462.77,55557275.07,7776555.09,87400826.61,10442756.6,11250424.91,63876891.96,142226392.89,8713456.12,435789949.94,1594759.8,5498168.41,87178473.39,6023960.88,885699.33,6288124,29421428.49,802524194,0,125040.32,47788781,14668694.39,904285.34,10782085,4900849,3524227,28009060,742437,0,11876469,15947668,333240,1926952.03,218265,87051,1526672,10812734,54201,130870533,128317242,20572158,0,3204967,53728835,2958447,3512464,6700953.02,1567829,27939742,2714325,20755203.2,1759815,763657.67,6475081.74,1976848.29,72185900,100527274,882327,6508,5662410,0,0,1008947,13252160.34,13170688.44,96767273,37869000,283676.82,1444559,163688.59,1334399.84,37775,240246,164431,64907,343965,2417258,20997928,61326559,6091455,442053,0,0,6023,13942,0,2996,0,0,14381,0
"DEU",3074223788.55,58393524438.47,3523681741.18,562016938.929999,45994134.94,18469571.93,10551656021.47,12131508742.98,52048885927.45,2753011201.39,78369587417.15,214536021.42,2168147332.7,332353192.1,25464853,470393473.15,37560037849.27,0,17451622251.1,275138937.390001,538643962.35,41156867275.8501,1540118895.49999,8991102496.02,104531135128.3,94260981606.24,4938321564.06001,295050345.88,21445665.2,6378199499.61,3154802715.03,22944948501.37,10852060374.46,6364229521.38001,462793052.089999,3822459480.92001,62520824922.82,74316955.47,939385123.110002,19239744508.3,144012649.12,19980534467.94,1659284869.18,332146953.93,2177732409.09,12759536968.9,579304179.12,122133449.9,158641457.8,5455592581.23001,85211905.79,72444807930.0102,8702941741.49002,1535045289.58,1160167643.86,466122939.2,1058076882.21,50743351672.6098,8487635810.83999,224765100.8,95750147.7100001,13251053988.33,22573429554.3701,51975281.63,11074343567.14,238951781.21,7499992452.16001,249640340.04,28292883,12884911645.88,4613965461.21,23388762596.19,4912461008.85001,22891397711.9699,4106803289.6,412376189.300001,122618409700.36,533965992,7735109288.05,307668386.45,180484412.29,9297857504.54,846068416.999999,77256661.79,67546079.25,1062325433.92,1389346576.63,363159744.36,3053760742.18,3972820985.83,343430842.28,432142106.48,1599722230.05,74949582.58,3011154638.83,1468022015.73,333515699.74,63007111.54,831522417.979999,108828303.55,152565591.62,908565572.529999,2403899545.81,148598683.44,2205305837.4,19557378.71,81603965.14,1514507437.52,77978997.75,48148459.85,88274337,293764446.21,15751392738,75948,10451544.2,578594421,213762174.74,11209236.83,196233506.08,146391184,131773041,273806612,20315508,12863241,58712761,283336820,21979705,103211114.9,11198029,2783112,26376455,140166298,32888641,2734437971,1009007441,398478519,6451681,44583345,893313716,335684133,362113022,301198669.72,647867539,131912761,158938467,123380332.82,89579025,35089532.24,66479741,47196649.19,1107663325,2243076098,20716582,7402098,66020122,61417,816794,125589411,149904043.5,113064735.93,2713182921.89999,2190206574,28801150.63,46278606,12286553.03,23633777.24,1520554.54,10453361,19419216,15599582,10054528,19398280,329743684,429024145,41599364,2053962,393009,79774,4055213,102260,300304,531844.88,18361,1637374,784054,290723
"DNK",180523061.04,625435262.39,146435756.71,28824230.2,19081861.5,3516119.45,761567942.759999,771061492.810001,788560017.49,183366868.04,4038746160.88,17304741.14,126847524.76,57622410.03,3472534,57715612.33,815390899.950001,11862346024.33,0,81271090.86,36885605.81,1855543435.84,207825208.57,1874138505.79,2758371839.44,5623964038.66998,498880162.609999,37299283.85,4147848.39,1166813796.78,149071651.11,597709011.1,414966982.02,637823196.439999,410552543.729999,251462918.82,2358716767.52,7731267.95,110597274.3,1875100393.57,49925354.54,1050008275.39,95926214.52,45116077.61,68958299.2,517582024.68,47509245.38,5559038.86,11112551.38,279640136.12,6825472.46,4108899076.94999,4603008288.78,146384812.36,130730966.93,51354590.25,142126727.4,2425564723.95,297647626.67,8413956.45,7418439.18,285490956.73,1188825545.54,5555898.72,910384443.849999,19184040.7,436607785.98,27092629.4,1743487,305719483.83,87254136.8,9662815826.40003,252690891.37,823137348.459999,173991104.35,223830051.97,7849217023.39999,37048851,295823025.93,17579456.01,10474525.24,875581957.9,24159534.81,11616990.73,11382018.03,20325068.43,89599593.01,2877180.67,187575822.72,287566740.83,38284731.76,13891799.57,78666423.11,6016917.93,485088491.87,294962108.94,18153483.22,3892898.95,17390014.44,10416190.74,4101251.45,87349081.44,125544985.85,11246090.4,133207880.37,4318892.75,20385183.06,46158063.37,26241811.73,32340545.45,12369313,8122141.62,445547878,2993,14870552.76,47405388,11665083.93,10536673.91,12367348.98,6695799,21391493,10158730,6643364,1779555,5696402,26088098,24588368,18828966.79,3318771,465887,1726595,11174373,1177430,129225799,56281164,29549074,916514,564074,125709479,82448223,34768562,2384523.04,46260618,5545844,7954971,4634948.57,1807365,26636538.2,7218178.83,6508411.98,149773767,103191001,9805863,304226,11821143,7554,147337,6678076,66897496.05,35686486.11,401458567.12,75793928,13966160.31,2603012,2532699.72,407883169.610001,16913,1261997,4093831,2865932,3012816,1554262,8585756,40145147,1030693,361298,22309,30232,4893053,976503,0,13620,4379,11475434,172394,15699
"DOM",4022954.63,25879413.06,570539.65,912398.68,19703739.28,828271.76,27441700.7,802868692.79,80553827.78,21056469.97,203135358.63,126338,50417087.44,40038739.21,16714761,416715.79,13250224.56,211926140.71,10441246.8,0,14684831.76,118816829.87,524352.14,4129164.21,165157978.65,189963243.71,1250187.24,40013807.98,20887139.35,34595310.54,150192.32,419032.78,606344469.51,17417149.09,556715.23,12385939.6,37160113.98,69268746,1028818.47,79557453.85,258579,79503105.61,6048524.07,1007926.06,610875.95,133876797.11,2080301.94,100191,0,3089492.23,12499700.45,208108910.26,11627643.84,7475189.44,741695.58,39706595.21,15829164.31,27560623.94,10094591.43,1369048.25,26277,308129.33,12384677.5,0,4448712,50017,34645918.94,8831423.88,13292569,3610365.35,2176656.74,35346028.68,23249464.13,17195883.24,3579993.27,2685496.16,4696642754.64,60627138,10267783.34,59084,146193.66,26921476.94,82632,9894,6908,687727.97,667792.56,4169464.74,695362,1893094.63,719580,0,442237.34,15184.12,92471.85,178679.61,29611,5092,785781.18,80709.14,216310,14404.92,3373516.06,299452.88,1474674.93,0,0,645328.57,0,0,0,187460.86,11971921,0,0,4097589,1246671.22,3593,0,39626,0,52358914,0,0,44867,95470,128230,29477,0,0,18000,24762173,1012002591,918158,61136,299181,1494508,1146,1035829,135316,0,0,12613,42652,0,0,0,0,107985.44,0,0,4575057,0,0,65024,0,0,27954003,96103.4,223933.74,3874748.3,7150,0,0,26752,0,0,6235985,7906606,0,0,0,0,0,0,0,0,0,7830,0,0,0,0,0,0,0
"ECU",246714279.31,52459745.87,13318435.27,1984653.31,1095268.98,232420.45,116773281.57,155748535.57,116185541.15,1114519969.86,752970125.569999,867323.55,789639190.1,35018214.47,1029879,2548454.1,19395437.05,564085332.54,19412200.61,76123357.69,0,502276442.22,20119352.38,9509040.3,307917888.15,169353225.06,66064392.03,61181682.84,202935.22,23780599.09,17132730.08,3495195.1,190131317.72,6775261.48,6817231.5,6280008.14,336084097.01,3032339.35,5195031.54,419504866.31,0,192868413.2,34685295.45,7028959.9,8871239.32,155749753.9,1814654.61,374635.77,1291044.62,69393545.73,76124895.5,437838262.07,21631410.64,35760728.66,472539.86,434164455.67,956553835.25,108391716.01,17883611.03,4775794.45,0,6346792.15,758094298.08,25954.96,57967128.1,87850099.89,8706649.65,15447833.27,194562,19948333.87,37675847.07,40642413.34,11636044.87,175738431.58,120219205.31,21369085.64,7267459216.39999,325625700,20310185.51,1415894.2,7499310.92,26818902.82,6091129.15,369574.32,2546,13140149.3,67780035.83,3014,26474869.84,42432428.2,2154677.22,15595721.17,19861728.52,2268451.53,14767796.33,825130.48,7417168.69,291145.35,8526655.78,247175.31,133679.23,319731.03,6741969.03,242549.32,28880914.11,756665.2,0,9977160.04,5120,0,0,13251366.2,17853983,27789,0,545309,44103588.84,0,707956.64,0,2241743,19275041,536146,0,435749,176478,0,0,36772,0,0,11190975,1281648,18534447,3135564,2452991,23691,0,628339,0,8664683,0,0,0,0,22151621.25,0,123571.1,132040.14,0,786360,6820029,0,1000,8232070,0,0,5672672,158889.69,109945.76,749517277.86,176408,0,0,48138.93,0,134245.7,171728,1066935,0,0,2132,1340336,1907820,416823,0,0,0,1276978,0,0,54339,0,0,0,0
"ESP",1034597008.58,2464030659.84,1372258436.73,164263391.41,130818323.76,19511224.88,3408013143.1,1792948551.55,4718573098.17,1558569043.82,5245525802.1,290103034.32,926383502.300002,223742065.28,39204862,239431263.35,2424590167.95,28272581776.8,1565930348.99,543223833.240001,395105984.03,0,232627235.73,1195340425.55,37284153903.92,21380112719.71,1768848881.91,263170372.43,2749388.15,962226521.900001,452468305.499999,1504865674.1,1836680663.42,1372047645.46,68597701.8300001,1398461873.98,19515586441.73,107070574.9,378065701.34,3480864396.98999,12513535.05,2449830597.51999,433026993.119999,43962488.72,5673127594.99999,4696418230.75,305771767.12,8226771.14,72517158.03,851341764.13,64134399.25,8108583879.22001,1331605789.27,363999706.81,251988355.65,425644392.359999,714116461.98,4540736636.79001,21728579464.7999,112265151.83,83816272.31,1793461220.36,2386117280.75,9163518.54,3413102602.43,51467047.73,695372712.229999,136679843.22,11342645,940743524.619999,566176257.570001,1869226621.52,511445761.750001,5706675676.03001,395451824.48,244885969.43,13571766755.72,380585271,1254952533.14,253392787.96,26562101.58,1779343185.5,84092235.8299999,84901158.0400001,78281286.86,85739343.68,206202648.62,7399867.09,3870835249.35,1755570669.03,232044835.42,91628099.04,207252919.65,10063511.19,533644043.67,177703373.43,45391791.27,37602902.45,82589065.36,129665068.68,8394295.82,358981390.84,362164210.74,311313065.56,232665385.48,185179748.12,142550393.56,851661873.880001,24563698.24,5063836.59,3980722,72756336.2,2012631428,1067802,1059046.8,125796949,174746364.84,6760550.21,133142159.37,43057371,68035240,1066169755,20823661,2224316,45952520,229412021,1220384273,49876427.9,15335593,16258033,287586046,128316987,29338423,512606850,131919082,101279018,375796,1030902,580907971,17671328,596747330,19069462.84,24854848,46721757,24057011,35251267,149952778,9336588.61,44713727.92,13200551.95,293111248,449224921,2500860,276887,29526621,0,52748,29711032,40471369.07,21799160.02,486945645.210001,257778091,27388378.47,13153236,1204077.53,1936150.25,197363.51,18327171,10622539,6865793,2755525,9665060,21573190,78399079,3870310,0,1012883,334018,908985,47640,5852,15452,0,81414,325457,289103
"EST",66087398.52,53782089.19,26008828.71,2303640.6,24473180,52119,39121372.67,95917285.78,54710581.58,5716371.88,248235425.59,885523.85,5000178.01,695210.35,62896,20258851.85,80371699.37,596092563.58,345593311.72,6028791.99,676749.6,141892774.24,0,1587080274.31,311328557.16,318389210.02,13341046.46,1215264.37,254072.34,22625501.28,3685699.01,51927102.53,167626196.49,41275811.81,36173043.78,15441524.43,146794204.14,160623,5419353.61,104028052.06,285400.67,118498265.83,17796021.9,2111709.16,47604734.17,124775852.2,1465912.24,5078651.32,32179,22870270.95,3077432.42,345459516.599999,578679036.83,3979106.21,6323751.92,559376.46,2936759.86,250165680.61,26887665.52,616417.83,442762.3,56685059.05,1230250708.98,45227,67395206.74,555493,34697941.6,127057.1,102016,22074855.28,14223089.79,2172100258.25,33511098.46,273826267.37,142980845.38,9125827.04,554603829.19,353984,44308200.32,1505276.9,4969677.52,46943593.45,10564153.39,1811720.53,1753289.14,1917784.03,69328773.39,54479,60925039.04,29376842.78,6522449.52,6158372.32,58151451.85,3144125.72,794606407.429999,957807377.610001,7805649.79,1206397.2,716050,498894.46,8388,1821253.07,3942405.8,1191518.49,7097469.58,9528.57,45230018,5167735.79,566800.55,1688902.56,965702,673464,39091251,0,13819,737370,2727772.29,0,6101125.53,8787,58727,3073380,90824,0,0,921886,281191,101949.29,69972,0,0,3219455,0,2326900,1604645,9321059,6665,0,5719805,446788,234906,13819,80431,79841,332020,202055.04,5747,418444.74,390906.32,1520842,2990607,1089464,33903,0,89651,0,0,38865,7821207.58,1602060.26,19146853.25,15696832,163675,100219,0,242849.4,0,168123,7430,0,0,0,29575578,22202970,1645373,2453704,0,0,0,0,0,0,0,0,0,0
"FIN",138346836.04,461416726.33,74842562.5200001,17203058.17,25907685.56,25082.22,577359639.38,702402456.2,894313579.72,295245854.75,3152239545.87,13458682.01,105259263.45,11287757.85,1645651,15802358.59,382142120.73,8740128901.26001,1074508322.68,21315087.77,54935885.71,1112857804.98,1510976200.17,0,1972849276.37,3081911051.90001,118615584.73,25656341.5,2752389.11,323757834.79,32427319.97,263922079.04,576228154.219999,581919350.64,47516546.9,271929411.54,1486771390.39,2217663.19,50177830.67,1341055625.37,7703074.95,1005517754.18,42233578.63,12683732,182835007.8,456193766.71,24375038.1,7648240.1,12950558.07,157885250.31,4783574.52,3961702455.37,1689303327.12,114355260.66,99786674.5899999,30291343.63,102538217.58,1590987843.93,185416144.63,22742920.2,2029541.92,181730820.38,3223784169.05001,6922655.79,562541575.38,11281681.5,241978260.78,33185007.2,25987978,148058687.04,105226716.31,5789845273.66,287050855.21,1003700081.48,234592484.939999,48156833.93,4645378398.67,20697205,329799474.94,6900780.4,14645394.67,544918876.259999,37936797.48,2491689.03,10096029.91,11965771.74,85243619.77,142619.57,240217075.43,438285351.75,14113257.79,17103709.97,169106419.49,5447232.77,608459180.099999,720328049.519998,12927405.56,2501269.87,9305367.53,2730785.91,3320368.25,102997135,56145930.21,53781141.79,63285725.19,31745749.41,12220457.54,61802713.78,43255468.07,7966895.63,2262833,2004667.17,282014445,12157,90540.4,61786975,45429265.15,25439,11124973.91,2418748,25477690,4646696,901220,3388391,881472,23011992,1762624,430661.97,722207,12175,5662859,5316341,36021,370333369,13925472,22976097,0,1256194,27645018,5506326,3975159,1048862.12,62478,38521516,1469070,3331032.11,1193426,5479308.35,2659317.63,144528.06,29148919,135407985,2193083,156242,2999841,0,15669247,1570171,47514464.3,7913205.73,178300841.11,44551332,278601,1876671,18954044.22,3966934.73,53842,14402,59595,405595,404260,126706,11913241,15702899,1000260,190758,0,11810,112779,28648,55726,151220.78,0,106752,0,2942
