"","AUT","BGR","BHS","BLR","BOL","BRA","BRB","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","IDN","IRL","IRN","ISR","ITA","JAM","KHM","KNA","KOR","LBN","LTU","MEX","MYS","NGA","NIC","NLD","NOR","NZL","PAN","PER","PHL","PNG","PRT","PRY","ROU","RUS","RWA","SGP","SLV","SWE","THA","TTO","TUR","UGA","URY","USA","VEN","VNM","ZAF","AUS","AZE","BFA","BLZ","CHL","DZA","EST","ETH","GAB","GEO","HUN","IND","ISL","JOR","JPN","KAZ","KEN","KGZ","LKA","LVA","MDG","MLI","MOZ","OMN","POL","QAT","SAU","SEN","SVK","SVN","TUN","TZA","UKR","ARG","BEN","CIV","CMR","GIN","GMB","MDA","MKD","MLT","MUS","MWI","NER","TGO","YUG","ZMB","ARE","ASM","BGD","BHR","BIH","EGY","KWT","MAC","MAR","NCL","NPL","PRK","SYR","TKL","TKM","UZB","ZWE","ALB","ARM","MMR","MNG","MRT","SDN","SYC","AGO","CAF","COD","COG","DOM","FJI","GHA","GIB","GNB","GNQ","HTI","IRQ","LAO","LBR","LBY","MHL","MNP","PAK","SLE","SOM","SUR","TCD","TJK","WSM","AFG","ATF","BDI","BMU","DJI","ERI","FLK","FSM","GUM","KIR","PLW","PSE","SHN","TLS","ABW","GRL","UMI","HMD","SPM","ATA","SGS","SMR","VAT"
"BIH",45537024.5,227865.95,0,0,0,20652,0,751217.03,1782593.74,67554.49,547402.9,0,0,3297,3328992.72,122512786.43,1770179.71,0,11190575,8718670.59,57132683.32,3010470.25,6845921.12,0,0,66085.94,0,119641632.88,252476.14,901844,599046,12000,236658633.23,0,0,0,21616.49,74510.19,165269.54,0,7481.59,0,0,6686562.03,727485.51,45740.55,0,14994.77,23622.74,6014.57,4578031.01,0,8239976.04,4943746.59,0,625156.62,6340,3367534.75,0,0,4233829.75,0,0,11132591.7,0,941203.6,250624,1555157.96,83166,0,0,9488,0,105671.93,0,10502.52,0,4879904.84,104187.14,31197.75,0,229477.36,6130.45,5205,0,0,4243,0,0,342624.82,0,3726345.34,24057.17,138122.89,0,1188550.03,60706887.86,729913.83,0,19612.25,251740,0,0,0,0,0,4268,3802279.82,0,0,0,0,0,120353884.16,0,0,0,0,0,0,0,0,22232,0,2021,0,0,0,0,0,0,0,71185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",14823576.68,4948459.32,0,670983.94,32628.76,42657307.3,20657.04,23117362.5,10272038.46,72113964.2,1258838.31,304500.02,1325922.5,9933322.81,9281822.31,246665335.29,2794164.62,347899.18,213193952.22,7224349.84,226050329.53,461767970.41,95490671.17,80157.95,0,22629905.86,63059.25,3583513.71,14379845.36,25837459.17,6133885.46,15091019.4,902914906.97,136131.18,0,0,127248242.02,102153575.52,398382.78,2347984.93,9092368.29,6916106.98,1094,110677654.33,10264459.86,1113082.37,11092.52,403138.46,773854.5,12092.28,81804724.19,190369.3,35645251.29,11399340.1,271622.23,42490482.57,24007.26,46880043.81,7883665.53,730108.91,86517890.29,4384936.31,22816530.43,848377810.19,930987.8,251129.69,8219739.01,6406732.53,378780.16,614108.01,0,620857.89,29028958,711717.23,16866987.05,667715.42,402671,4338922.34,66844893.57,195130.89,49455641.77,64063196.68,2304064.79,39086480.17,0,3445798.99,201312.31,1739342.96,650398.23,656801.94,12418844.55,7668816.91,8624003.39,177945177.09,5687755.95,2131154.44,5005540.13,51221540.46,6302480.89,8845895.91,7035379.7,421146.88,6854973.87,3277749.81,1614850.3,11187.94,610732.29,537905.14,1129715.34,9498088.97,96718.65,142083.59,390077.77,2884624.26,545232.92,0,0,0,0,0,0,0,21601.37,0,121505.42,0,0,45999641.25,0,0,0,0,3127955.12,1215,0,36583.68,31802.89,56918138.4,56995.56,0,39698.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",64518,130241.52,0,0,0,49292940.31,0,10874175.7,2160799.95,405716356.82,10198,0,0,3531555.49,90888,29576968.24,43509439.95,1687,13028481.58,13301749.82,293298439.35,366453519.22,3289463.37,0,0,44616057.63,0,32700.93,644095598.05,85983.17,10236767.61,124650.46,124544292.65,0,0,0,2009216650.88,17350295.98,0,15917333.24,61454595.02,2218680.81,0,936733233.45,475674.22,79884641.5,0,0,14993556.87,8599,7400806.44,0,13790.89,1184.86,0,1213720068.7,3707.78,3913985.39,303046168.46,0,113411767.49,825767.66,2366407.99,1878425395.14,18034.39,41086152.67,94423658,678237.23,103459.49,422463.2,0,0,1917023,19071.07,933063.28,58386.53,1073,0,79736935.42,0,17429637.82,3942729177.82,6500,6433289.02,0,6607699.02,0,40322.3,82898.57,72912.61,40196276.94,0,17937219.44,106873272.76,213475.5,0,1035694.84,8021477.94,2080811.95,1248.43,1489770.85,5497.93,4911268.38,0,712197.02,0,0,1327.7,84436.67,190911.03,23005.51,12744.04,30064.68,24033.75,63232.23,0,0,0,0,0,0,0,4235.34,0,0,0,0,18530623.81,0,0,0,0,3007.7,0,0,0,0,6787780.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",11920577.71,14291,0,0,0,2315459.63,1748,50109527.3,4566659.25,264797486.49,341809.65,34395.73,3276,534301.81,1315955.06,213231541.61,25391084.48,183174,25755698.48,5351414.86,113345104.84,169449833.06,3898658.34,0,0,161055233.02,830790,232411.2,512282.87,7845794.7,2509,735642.3,35483820.61,0,1620744.13,0,3493659.18,638165.76,232925,10576424.94,3925803.68,0,5382,69989227.63,5704397.18,1660584.36,1256433,185449.82,5159867.17,0,6651461.65,0,27581,121742.07,0,12834082.97,0,7359147.07,2585954.26,15341,1773115.03,0,24357.9,1202439969.9,15968,9662806,1103504.85,4132387.39,0,4101.58,25866.48,428743,0,595016.66,0,25492,0,1693118.38,363033.87,449726.09,4280713,23907283.06,0,0,0,156690,117496,2744,7750.38,14412.56,6998,1596963.27,70745,1182944.78,84877,166285.07,532770.62,21346,0,156783.98,3075834.43,0,0,0,0,1883.2,0,0,89592.11,435340.13,0,0,0,33637,0,240638,0,436269,6665,5084,76597,18028,0,0,42681,0,20371,3290,0,0,0,0,7967.79,0,434070,0,5139.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45031,0,0,0,349913,9891,0,0,0,0,0,0,0,0,0,197004,0,0,0,0,39698,0,0,0,0,1058,0,0,0,0,0,0,0,0,0
"MAR",47435221.27,15444617.85,0,3611654.21,57904.13,87002802.13,37682.31,45836154.14,23769414.71,69294843.55,806064.32,254197.67,46438.34,3558304.16,11785827,489061301.43,5725109.94,4562,1063990252.33,18862884.46,2244613038.93,625367097.01,45527838.14,15101.18,73110.6,2108056.88,18607.75,12009418.56,11629245.88,55108223.54,30641949.95,847359.97,498023526.75,0,7788,0,32350522.48,9089029.81,6479752.59,68047265.62,623437.15,2471669.36,0,187591776.3,24440046.03,68376505.15,4717.8,2694552.4,358398.18,53811.81,44634532.95,0,7984682.27,43212477.38,0,147171739.61,48023.8,14281029.4,42959383.85,3347,35915954.44,0,3868605.52,411435126.89,3454351.48,44257.66,3288339.77,16557631.32,15410.83,1219497.06,0,845168.84,6086426,1337558.3,13794,7579705.79,16364,10880549.43,231265281.92,878615.59,10803283.55,276383249.7,335481.65,546807.58,16094.95,136833.34,150722.18,1074076.15,2636740.62,31941.97,782836.51,35219728.01,731563.49,67857696.74,12596934.72,4400145.28,3344095.76,61281842.43,9179.9,931809.69,5881574.34,494821.77,9579844.99,2471506.54,3151001.01,516381.29,11721,14244.93,2750125.52,2449934.52,599838.43,865767.33,713129.61,816520.63,37497.12,0,0,0,0,0,0,0,15822,0,1857658.95,0,0,7955256.79,0,0,0,0,0,0,0,0,5973207.83,188761.34,0,0,84439.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",16553,0,0,0,0,0,0,541614.5,9515.98,2867472.08,0,28605.17,616450,0,16969.95,878112.77,0,0,36283240.12,14236475.54,114557611.41,350890.13,1211,14880.69,0,1374907,0,0,181415.7,1502,0,0,13542731.66,0,0,0,20765896.5,2614,0,21910,253509.72,707577.51,0,8177.3,0,321240.74,0,12125.4,0,10124,0,0,0,0,0,709342.32,0,10191,423969.59,0,0,0,0,12197388.71,0,9408.32,1525952,32477693.98,0,0,2064,0,1263,0,0,0,0,1000,1500989.84,0,0,107445843.61,0,0,0,0,0,59073,0,0,0,0,0,0,0,0,0,2380.56,0,1905906.25,0,0,0,0,0,23090.51,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26732,0,0,0,0,0,0
"NPL",2492307.29,2820,0,17800,0,369377.33,20541,5274786.61,5446953.64,4465356.11,3926,2031,3399,0,420977.17,71020262.64,945366.04,2041,4562970.68,383896.45,8987998.79,14771499.56,322330.4,0,0,977760.08,0,83140.92,24367.71,172477.21,0,85862.25,8942749.73,0,0,0,1184941.31,39217.31,7533,953551.96,278341.62,922834.22,0,4339445.49,339071.61,245023.56,0,31717,214150.66,0,573461.78,0,0,729033.6,0,9164296.35,0,659949.19,689350.24,0,1062501,0,0,204421847.58,8445.28,27975,101995,983328.95,0,0,0,15437.69,0,9613,16787.45,0,0,171557.48,348182398.28,1038,0,10637691.69,5200,0,0,8883.81,0,0,0,0,33134,483000,34933.59,65558.35,0,65168.01,324514.8,0,0,18572.77,52875,0,0,0,36331.45,0,0,0,0,0,1775,0,45814,0,0,0,0,0,0,0,0,0,5262,0,2566.27,0,0,0,0,0,0,0,2117.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",1820728.92,2606323.77,148671.99,271793.01,1113114.38,61512666.69,1457,84317.23,804784.69,139408284.37,5620946.28,2954191.78,2476445.56,0,487917.32,22976039.38,3665073.01,9663649.54,12251390.03,193563.09,9384592.33,2023681.14,150136.44,11432539.5,18063.49,35470986.79,2612974.2,564979.58,2036002.08,8867559.45,0,0,2523701.45,966368.61,2546871.49,25372.34,0,21120026.14,1249801.15,90234683.61,971528.56,6748671.1,11930262.13,10719724.24,0,0,0,1076523.99,0,227138.32,1340,4688998.94,859518.66,16483229.98,0,2934160.99,163307.23,1431122.77,23380615.43,1587571.83,5338595.06,19673,1346879.9,26662,32145,0,1225548.03,2186934.47,155355.37,96494.41,86033.69,25534431.66,5360993,143303.57,842982.25,57077.13,109661,508020.11,3642132.18,0,0,220636330.05,0,3525990.56,19250,0,0,173629.45,449324.41,197867.61,0,8264986.75,0,16060428.1,211844.18,282759.95,2492422.32,1269176.65,475601.33,10735439.46,0,1138379.85,162063.88,0,95320.46,225177.19,51285.91,8007,0,746439.91,98263.28,127138.83,829841.27,190975.18,46567.79,0,0,0,0,0,0,0,638286,0,16748,0,0,0,0,0,0,0,378094.66,0,0,0,42088.67,1562148.48,0,0,27876.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",167426911.96,5329755.45,0,824203.63,121322.48,11098947.39,5513.08,35385902.34,22279964.5,11551,3037588.72,111931.02,234457.44,147658549.37,12796190.11,1116017888.78,2015847.9,1142338.06,252371756.38,115007.54,582665653.88,116420178.85,17309667.37,140728.38,7944.73,4405575.92,269604.02,146376891.59,15041866.09,628255.45,1619477.69,74854.07,1100256772.5,57440.5,78329,0,15709020.35,318111812.52,35443.9,3502548.26,721424.6,4112397.57,42479.04,62664627.9,252975.53,17985.91,0,1853139.78,93642.11,0,43359451.75,0,32624224.86,21049276.65,0,69014353.45,0,858602.59,10715882.73,341803.03,435009627.58,58960.89,1541.83,128222489.56,1214785.94,1078552.24,587526,416630.46,808008.29,127529.86,0,422823.24,25072601.85,7669,108008.16,29504.58,420304,1164346.01,7017127.93,7210,70700628.72,8516252.57,60356.43,0,129349.51,104774.83,0,194545,100318.55,8568.17,79735002.72,307349.72,20258552.92,264125305.78,707305.29,56302.48,46493.05,15324489.52,76143.58,16570293.75,355299,167443,315028.88,11968.93,0,113582.06,46712.78,2434796.43,2546954.57,47455.63,0,33572,20845,12873054.87,25021,41861869,0,0,4107394,0,49390923,20771740,0,12402312,1408,0,0,0,0,0,153623,0,1037939.93,3437386.22,0,0,80490.92,16086667.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531225,0,0,6769761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,148370.01,0,0,0,0,0,102259.48,226126.49,125834.97,0,106221,0,309801.3,487365.73,0,0,0,0,0,0,48668.87,206200,0,0,0,0,0,0,147505.47,5235,0,0,18032,1249025.53,0,45683,0,0,0,0,0,119003.43,0,0,0,0,15595.64,5596,0,0,955143.39,29624.56,0,9149.09,0,9443789.91,0,0,1346642,3350,0,0,0,0,0,0,88369.8,0,0,0,209646.38,0,0,95615.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20354.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7323,38416.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769.78,0,0,0,0,71246.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",16866106.89,1401186.04,0,1380201.12,0,760540.78,26294.16,800360,735392.83,1138917.53,0,0,0,1041338.41,5840175.75,6131151.65,1561911.96,0,13038955.8,35637,15366220.47,2386843.3,4540747.76,0,0,0,2713.02,248804.51,104091.72,1970,10812900.02,1845758.23,69442140.76,0,0,0,1784922.05,94273.66,933081.61,34044.01,6538.63,0,0,471228.21,12666,0,0,7833,0,0,1305276.71,0,47055434.47,36610123.75,0,0,6027,0,399159.59,0,68996398.73,0,0,47722786.79,0,1964083.94,15334,0,120278233.12,0,0,0,0,2956163.22,0,0,17629182,439982.61,1605793.73,0,741308.99,394072,68865053.94,0,8333224.96,0,692152.34,0,1295.21,0,0,3839573.19,16160.6,72032.59,0,443296.81,445700.14,285842.21,0,1458240392.93,0,0,0,0,0,0,262247.25,0,0,0,0,0,0,1067524.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213776.23,722786.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",18773328.97,6484517.82,0,16692435.41,78835.44,3236329.1,2967,223094.52,5654767.69,7215224.75,0,0,0,65288.11,27362794.81,56610904.31,87223.59,0,10537725.27,109858.54,51379867.58,31277371.24,32626966.2,0,0,267581.63,0,1076216.13,2770680.16,1277208.12,47410623.97,2144633.99,166479883.53,0,0,0,131005513.94,1022904.38,14100070.85,19980,110405.36,0,0,8685302.51,0,0,0,6965.51,827438.15,0,19128337.88,0,12540653.31,562623285.19,0,0,14458.36,277752.23,6427472.57,15028,34957778.92,0,6050.98,54478482.39,0,12703013.62,2464,9040.57,6068214.46,0,0,0,0,22805452.76,0,0,1495704,7444768.5,17479769.43,0,118671,51673015.78,74330246.42,0,21661004.58,1054103.6,2138625.94,0,0,8935,184780.04,81746927.27,0,219157.66,0,4430755.12,6538594.59,2602292.02,0,172130763.44,55712.2,0,0,0,0,0,82945.13,41514.91,0,0,36407.87,0,0,5513672.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384874.72,1179489.77,0,14379.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",10095234.43,7336445.95,0,204816.11,10274.2,6527727.12,0,2394816.51,16673949.3,113949050.76,410182.19,0,4688,12447.47,5431212.35,139540365.74,13676226.89,0,43391066.97,7479694.62,27691403.32,141911562.58,16239337.9,61742.35,0,2765016.68,0,3275162,16756531.83,6835483.14,5315798.98,1799506.83,87425692.49,0,165724.69,0,5304867.24,176498.91,1304569.36,753789.68,5300294.47,31460.36,0,107608257.3,4602859.39,2470782.67,0,173398.96,1010426.54,0,30023767.28,4676541.86,4886946.97,32177054.92,9029,11160756.84,0,9677836.97,47056244.47,862903.36,23287130.46,1268316.59,0,79181916.88,12489.68,27748,233211534.79,10252901.65,3099913.51,0,0,349496.81,77546.77,6967.99,268275.09,0,1044919,2409909.09,13237414.12,64851.69,7409880.67,129596424.58,362089.34,13976736.26,15042.39,191111.97,643684.63,108049.71,0,6969409.31,1665062.39,15487702.9,61019.5,1542917.05,697908.11,477231.87,1646530.56,1896526.45,2841039.63,9893110.83,1151550.57,0,41109.64,1462245.13,144139,0,0,59129.13,16010.54,3731555.12,30373233.82,0,3412,1114965.05,91285629.86,0,0,0,0,0,0,0,67509,0,0,0,0,0,0,0,0,0,7096,0,0,0,0,10912775.53,146949.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",2544784.94,135035.62,1478,0,0,393838.52,1009,237567.72,4707936.88,1216,89250.53,34649.21,107149.03,5903,979650.2,23028897.67,1006972.81,0,1486744.03,91236,17973699.45,779297.39,70625928.01,1215,0,0,0,934206.76,1571.44,101454.64,1192,99803,170229483.22,0,0,2175.56,0,119425,4089.94,91686.31,2184,0,0,1970240.16,289965,1164.29,500491,29489.22,8150,0,183741.31,0,850050.13,729778.75,28075.86,48440.29,13066,573786.71,14047,0,4589177.5,0,0,7355092.92,40595,0,28579,15475,0,0,0,3280.33,0,18012.32,0,1975.09,1230,323905.97,0,77787,87314,616671.14,7254.45,6650,0,14227,0,0,7703.5,21968.46,0,154000,0,30838,1844.39,115941.2,272480.43,12972.26,100618.98,489143.38,0,0,10030.15,1326.05,0,0,0,6239137.32,25358,6024.93,0,0,0,8083352.96,0,0,0,0,0,7438,0,0,0,24073,5607.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARM",68362.86,331718.54,202105,1471477.63,2611,40406,0,1378161.74,23458873.45,148166.67,50106.96,0,6340.89,2667017.19,0,14074060.18,4423,40059.91,259406.24,624225,720608.44,19839523.89,2668612.29,0,1264179.34,1091993.55,0,0,16694.02,12510,26723472.79,32382917.69,8033294.82,0,0,0,39184,167298.14,787931.29,124298.21,16942.68,0,394535,4052736.25,8582,82789.82,32356.62,0,0,14945,11256.77,0,2647000,58910556.8,0,9064.51,1072.19,25408.59,8556,0,888336,0,0,58695621.56,20326,143506.83,29806,111994.14,0,0,0,33469.97,0,11203.84,0,0,7674426.67,847962,127486.69,0,97016,103833.2,1538637.78,0,130711.49,0,371279.1,0,46113.38,0,916268.49,30701,73091,194171,0,13638,1270,0,0,8509549.36,1100,0,8000,0,0,0,180000.7,0,0,0,0,0,0,2660755.03,0,7235517,0,0,13541,0,0,2548,6957,0,0,0,0,64241,0,803207,51928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424580,0,0,0,0,0,0,0,0,0,105817,0,0,0,0,241770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",15455345.26,4038,0,0,0,116617.75,0,39885218.07,4158303.82,43481574.08,9167,11071.97,0,321681,766271.26,109911585.96,18657355.14,0,28011912.42,1455903.36,88771036.56,116404202.06,196397.12,6718,0,14883269.23,0,100858.64,19402416.6,1869981,0,68021.17,32828985.33,2805.66,151325.77,0,46656581.06,262814.71,396067.33,2466710.41,71046361.24,38389,2729,16643475.1,1575841.17,1089938.64,0,4588,3103613.9,0,379470.63,0,8399.57,127251.72,0,88843201.78,0,2091259.24,670306368.52,0,590169.02,0,28407.07,489679881.11,0,1654942.12,111911,10576636.21,0,125302.55,0,190242,0,122793.55,24113.43,0,0,983705.43,212766628.25,97543.85,24266.46,98724761.77,0,284319.73,0,1166141.1,70869.49,0,1332355.87,610114.72,73906.24,2695288.64,511578.64,790651.28,0,203019.13,413926.1,0,0,2179,1897417,69731.23,9579180.7,4227305.51,1289,551628.55,0,2884,60023.96,315354.08,0,433887.39,52828.2,10020.53,0,0,0,0,0,0,0,0,149017.98,0,61961.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",253192.27,3599,0,0,0,0,0,3238169.08,684635.56,226559222.99,30305,0,26888.2,9219,183336.63,3373370.05,6509,0,188378.15,7327,2011798.06,12293418.92,0,14840,0,6816241.66,0,49897,345154.79,743738.22,0,0,32921866.67,0,20149.05,0,5000526.11,953822.56,0,5845609.91,63114.39,0,0,3573038.45,71484.59,0,0,0,0,25548.81,0,0,32000,40206600.79,0,226959.77,0,23982.57,186349.64,0,85796,0,0,159906838.96,12170.93,0,23492,100979,1102,0,54132.19,0,30730,0,0,0,0,6000,55915,0,0,11553940.44,367674.79,3231,0,5743.49,0,0,0,0,0,2886825,0,0,0,29377,1140,0,0,4027283.54,0,0,0,0,0,0,0,0,0,0,0,2281.2,0,0,0,1191216,0,0,0,0,0,0,0,0,40303.24,108198,40500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",38810,207083.71,0,2406461.72,0,10709,0,256536.81,21273.4,5722426.91,5967,0,73251,221182.6,23573,27847659.82,1059,0,91026048.12,6155339.79,63558938.98,6917495.84,3485196.33,0,0,922898.38,55044.73,789886.42,0,2811710.51,0,66101.75,90095189.89,0,0,0,286316.09,1156119.52,5833514.29,127515.67,138044.67,51719317.95,0,361776.6,3428622.78,0,0,10854.78,0,0,11184828.48,0,1000,27009304.19,0,315142.89,0,3529211,11582994.48,0,22411.14,0,0,312529.19,0,124386.67,74499,3423,0,139855.79,0,1863,5693109,104412.46,131244.25,0,35308,36000,12243.71,9328.39,0,72966343.42,0,7908.74,0,0,1109560.74,0,17567.36,0,3242.37,0,1974,771891.97,43354,0,19728.86,2028608.89,65406.49,1953861.32,57263.13,2567328.66,19684786.25,14798079.24,1546,16703.8,0,0,4206393.54,0,0,75869.47,7318523.11,49997.14,0,0,0,0,0,0,0,0,0,0,5434,0,51343,0,0,0,0,0,0,0,0,0,0,20815,0,0,0,0,0,0,0,564624,0,0,0,0,0,0,0,0,0,0,4842953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",165980.94,976108.3,0,2071.41,0,200933.15,4203.06,48545.44,316613.52,1882204082.83,170225.63,0,24740,79148.56,1517149.14,32454388.03,95019.65,0,6229977.52,647611.77,38604935.93,60286176.24,11685477.68,27407.39,0,20892944.27,2000,40564.13,47338715.72,708782.9,49392,0,38939287.09,0,0,0,158905043.25,33077603.86,6543.8,7771079.66,252898.78,328337.43,0,12846108.86,748244.65,0,69489,1643,438254.14,34423.08,1895326.06,0,196270.29,1620919.36,0,41942105.59,0,1017463.02,7383803.31,0,1879372.45,129668.28,0,3220038.44,32678.25,973680.01,167892,82457.82,0,3063.67,9781,2959.93,521160.3,10638.02,1130747.87,0,0,669039.09,18621087.96,114655.4,18722700.01,355855472.11,14769.56,23166215.71,0,0,0,116379.08,0,7223.61,547630.45,4096133.68,1456569.71,34002306.89,0,156751.96,179206.23,5383550.94,39687,342933.53,73251.43,1085,0,9711.48,0,5032.67,3149.03,478700.8,6221130.79,9519.76,0,5352,0,146137.93,54559,20336494,0,5784906,257845,0,37248236,54223,0,62972,1969.21,0,565486,22936006.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22266,0,0,0,0,0,0,0,167308,0,0,2405138,0,0,0,6417,0,15544.69,0,0,0,0,57421,579916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",1579890.08,6320.89,0,0,0,0,0,48097.73,86931.2,74227.48,1365.34,1544,12491,151824.83,21050.05,16325742.15,942248.72,0,12893901.21,3082414.31,42983562.46,63544920.34,799518.87,0,0,1033093.09,0,19792,1999366.75,256876.18,30043.16,1416049.33,24783746.26,0,0,0,0,13447,0,0,72723.03,74557.25,0,5923779.56,1113,153318.25,0,75280.9,164850.77,0,877701.2,0,0,280940.94,0,263095.96,0,406052.49,12165344.83,0,635811.83,15568,0,20832274.22,0,0,4806336.25,500396.22,0,0,0,0,0,0,50296.73,0,0,496629.49,28115.33,0,0,16482916.36,12234.35,103835.59,0,3779,0,6129191.55,0,0,15825,0,0,0,0,59917,0,84792.29,8613.93,25408.18,0,0,2553238.82,1029.06,0,0,0,16868.58,256620.67,4709596.48,0,0,0,53974.69,3392,73549,0,0,2629,0,0,122344,3860.04,0,1391.16,0,0,0,0,0,0,0,0,0,0,0,0,84984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO",3525,5481.06,0,0,0,155569296.18,0,22595948.13,42832,633276851.2,5345,5992,0,0,0,48058562.81,199969,0,137685735.85,0,583989148.79,87394524.58,0,3641.78,0,342498,0,9423.35,48263,11466,0,4000,50001990.09,0,0,0,192528339.8,0,0,3025092.2,0,786575.2,0,89657683.98,42998,0,0,0,0,0,101113244.01,0,0,17791.28,12466.7,110356,58730.46,14169,36618765.29,0,0,0,0,2872630081.01,23153.87,0,2724320.01,4982,0,0,0,0,13334,1108.33,16854,0,0,1000,9470.31,0,0,20615859.29,0,71394.35,0,0,0,0,0,42665,0,0,0,0,0,0,1330,0,0,0,0,300407.42,0,1480579.6,197133.29,3162,0,13020.41,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
