"","AUS","AUT","BEL","BGR","BHR","BMU","BRA","CAN","CHE","CHN","COG","CSK","DEU","DNK","ESP","FIN","FRA","GBR","GRC","HKG","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JOR","JPN","KNA","KOR","KWT","LBN","LBY","LKA","MEX","MMR","MWI","MYS","NGA","NLD","NOR","NZL","PAK","PER","PHL","POL","PRT","PRY","ROU","SAU","SGP","SUN","SWE","SYR","THA","TUN","TUR","USA","VEN","YUG","ZAF","ZMB","ARG","CIV","COD","COL","CRI","CUB","DOM","GAB","GHA","GNB","MAC","MAR","MDG","MOZ","MUS","PAN","SEN","SLV","SUR","TTO","YMD","EGY","ETH","MLT","HND","AGO","ALB","ARE","BDI","BFA","BGD","BHS","BLZ","BOL","BRB","CAF","CHL","CMR","CYP","DDR","DZA","ECU","FJI","GIB","GLP","GMB","GTM","GUF","GUY","HTI","JAM","KEN","LBR","MLI","MRT","NCL","NER","NIC","PNG","PRK","SDN","SLE","SOM","TGO","TZA","URY","VNM","AFG","BEN","DJI","FLK","GIN","KHM","KIR","LAO","MNG","NPL","OMN","QAT","RWA","SYC","TCD","UGA","WSM","ZWE","GNQ","SPM","GRL","SHN"
"GUY",40000,125000,924000,0,3000,61000,585000,14388000,11000,1001000,0,0,3820000,143000,2327000,160000,3697000,47645000,89000,2000,2550000,21000,52000,583000,2000,0,0,33000,1332000,0,14891000,2570000,0,186000,0,0,0,801000,0,1000,0,0,723000,74000,159000,0,75000,0,0,55000,0,0,0,10000,8031000,539000,0,0,0,0,31709000,302000,475000,0,0,855000,0,0,182000,0,27000,305000,0,0,0,0,177000,0,0,0,9000,0,0,159000,5650000,0,0,0,8000,0,0,0,0,0,0,0,23000,21000,0,2903000,0,58000,0,0,0,0,1000,1000,0,9000,0,0,2000,0,0,7801000,0,0,0,0,0,0,1000,0,0,0,0,0,17000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",3000,98000,3654000,0,0,12000,2000,2741000,2034000,0,0,0,848000,967000,93000,6000,7361000,377000,18000,10000,0,0,0,1000,0,0,1000,2000,4100000,0,657000,0,0,0,0,0,0,1000,0,0,0,0,1540000,710000,0,0,0,0,0,0,0,0,0,0,0,38000,0,0,0,0,0,710000,26000,0,0,0,0,1000,0,0,0,0,0,0,0,0,58000,0,0,0,31000,0,0,0,20000,0,0,0,5000,12000,0,0,0,0,0,0,0,0,0,43000,0,3000,0,0,0,0,0,0,0,339000,0,0,0,4000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",1153000,193000,260000,0,18000,971000,70000,22042000,256000,0,0,0,3085000,191000,4533000,331000,367000,109610000,0,42000,0,0,0,1099000,4000,0,7000,0,396000,0,2842000,0,0,12000,0,0,0,40000,0,7000,0,0,658000,46619000,2348000,3000,94000,1000,0,16000,0,0,0,0,0,8536000,0,1000,0,0,0,1597000,0,0,24000,0,0,0,1000,329000,0,0,0,7703000,0,0,18000,0,0,0,503000,0,226000,0,9487000,0,1000,0,22000,447000,0,0,0,0,0,0,0,0,0,3739000,0,0,1000,0,0,0,30000,44000,0,853000,0,495000,76000,5460000,0,0,0,0,0,0,0,0,475000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",2201000,2329000,8532000,1000,686000,107000,285000,10010000,5346000,8742000,0,1666000,45437000,1570000,3902000,6469000,5615000,92280000,2213000,9458000,688000,524000,13306000,2454000,2681000,1195000,4000,1663000,13037000,844000,24306000,0,36000,1257000,254000,1405000,0,1831000,8000,411000,2761000,409000,23875000,545000,1018000,7169000,0,1283000,1139000,0,7000,0,783000,5905000,3000,15124000,29000,1356000,0,0,20796000,325000,2546000,298000,15497000,220000,0,2395000,0,0,0,0,0,108000,0,0,51000,1198000,495000,3304000,0,2000,0,0,51000,1028000,466000,3674000,5000,0,0,0,0,1303000,0,0,0,0,0,53000,0,7000,37000,20000,1000,0,0,22000,0,0,7000,0,0,55000,0,0,0,35000,0,0,0,4000,0,1000,0,1233000,36000,4362000,0,0,0,77000,0,0,0,0,0,0,0,0,0,0,0,0,3318000,2515000,0,0,0,0,0,0,0,0
"LBR",2000,248000,34844000,0,0,0,139000,905000,427000,0,5000,0,137321000,456000,15605000,1197000,36787000,13924000,5464000,2000,0,0,0,11000,0,0,0,3833000,58777000,0,46858000,0,4000,227000,31000,0,0,94000,0,0,0,98000,45928000,1660000,0,11000,0,0,0,11000,0,917000,0,1647000,0,49000,0,0,0,10000,65624000,0,562000,33000,4000,4000,33000,10000,0,0,0,0,0,408000,0,0,0,0,0,202000,0,12000,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,36000,0,0,0,21000,0,0,0,2000,0,0,0,0,0,22000,0,364000,947000,0,4000,0,0,0,0,496000,0,36000,0,0,0,0,5000,0,0,567000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,565000,0,0,0,0,0,22000,0,0,0,2219000,76000,173000,1000,13861000,337000,429000,0,0,0,0,2000,0,0,0,8000,1335000,0,2425000,0,0,0,345000,134000,0,0,0,0,0,5000,957000,0,0,0,0,0,0,88000,0,0,0,0,0,211000,0,0,9000,0,0,0,0,0,0,0,1188000,12000,0,0,0,0,0,1558000,0,0,5000,0,0,0,0,3531000,0,0,0,0,30000,0,0,0,0,0,0,0,2346000,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,591000,0,0,0,0,12000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",8000,0,13330000,0,2000,0,0,4780000,453000,0,1004000,0,18122000,79000,23660000,0,27890000,35434000,43000,0,0,0,0,0,0,0,0,0,16611000,0,20871000,0,0,0,6000,0,0,0,0,0,0,2000,1734000,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,2157000,0,0,0,111000,1594000,0,0,0,0,0,0,0,0,222000,0,0,0,0,31000,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,2000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0
"NCL",1156000,2236000,319000,0,3000,0,0,5413000,16000,0,0,0,19410000,68000,564000,5000,108604000,7000,0,140000,0,0,0,0,0,0,0,0,8513000,0,76017000,0,0,0,0,0,0,0,0,0,1000,0,6000,0,136000,0,0,0,0,3000,0,0,0,0,0,10177000,0,0,0,0,166000,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,90000,0,0,0,0,0,57000,0,8000,0,0,0,0,0,0,0,0,0,0,133000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,2000,499000,0,0,0,0,150000,939000,0,1000,0,4266000,0,368000,106000,50410000,302000,312000,2000,0,0,0,410000,0,0,0,27000,2181000,0,140000,0,0,0,12000,1376000,0,0,0,0,0,135000,87000,1245000,0,0,0,0,1000,2380000,0,0,0,0,12000,10000,0,0,74000,0,169000,0,0,0,0,0,393000,10000,0,0,0,0,7000,1075000,0,0,5000,3000,0,0,0,204000,0,0,0,0,1000,0,0,0,0,0,0,0,95000,0,0,0,0,0,0,0,65000,0,0,56000,0,0,0,34000,0,0,0,0,0,0,0,0,737000,36000,0,0,0,0,0,0,3000,0,20000,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,2000,0,10000,0,0,9000,0,0,0,0
"NIC",685000,1625000,7559000,0,0,0,6000,3414000,3274000,0,0,0,29941000,5526000,1788000,1605000,3329000,948000,5000,5254000,0,138000,0,8000,0,0,35000,0,6960000,22000,43067000,0,14000,6000,0,0,0,2202000,0,0,193000,0,4744000,792000,3000,0,266000,10000,2096000,2785000,3000,0,0,189000,2524000,1797000,0,201000,0,0,93614000,67000,34000,26000,0,0,61000,0,863000,23926000,0,44000,0,435000,0,0,277000,0,0,0,2542000,1000,15528000,0,4000,0,0,0,11000,9271000,0,0,0,0,0,0,0,13000,4000,0,0,947000,0,0,0,15000,8000,0,0,0,0,12408000,0,0,239000,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",44274000,394000,460000,6000,0,0,0,615000,108000,0,0,0,113658000,22000,12825000,260000,2885000,21491000,0,54000,0,2000,0,185000,992000,0,0,0,193000,0,222363000,0,136000,2309000,0,0,0,1343000,0,0,12000,0,623000,0,1619000,4000,0,15000,1501000,0,0,386000,0,1825000,0,11000,0,4000,0,2196000,14329000,107000,0,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,146000,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405000,0,0,0,136000,0,0,0,0,0,2000,0,0,0,0,0
"PRK",47000,836000,9541000,0,68000,7000,148000,113000,1850000,0,1000,0,15168000,39000,152000,475000,5475000,1067000,1e+05,5344000,0,3134000,893000,435000,0,309000,0,0,2849000,133000,72200000,0,0,213000,674000,0,0,0,0,8000,0,0,5411000,169000,3000,761000,5000,52000,0,802000,0,0,0,7070000,0,39000,0,121000,0,0,0,1252000,67000,0,0,2000,0,106000,0,5000,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,977000,0,36000,0,0,0,0,0,1000,0,0,0,0,12000,0,70000,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,134000,0,0,0,2000,0,0,0,0,20000,66000,155000,7000,299000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0
"SDN",340000,2022000,5984000,688000,1883000,0,3000,162000,7890000,60013000,0,2285000,47475000,2299000,8581000,3110000,35609000,8269000,3543000,7743000,2473000,61000,40803000,249000,120000,689000,26000,0,49201000,847000,51862000,0,197000,1248000,3191000,4597000,0,73000,5000,0,907000,3000,5504000,199000,35000,297000,13000,42000,4337000,5018000,0,6053000,11879000,2764000,9000,2280000,2223000,6828000,636000,0,7733000,425000,2315000,0,0,6000,0,142000,13000,22000,0,0,0,0,0,0,3000,0,0,0,0,884000,0,0,3000,1728000,17281000,412000,3000,0,0,0,0,0,0,0,0,0,0,0,93000,228000,0,0,3282000,357000,24000,0,0,0,0,0,0,9000,0,0,3000,1000,0,0,0,0,0,0,996000,0,0,312000,0,0,0,6000,0,0,99000,0,0,0,0,0,0,0,0,0,0,0,271000,33000,0,0,0,0,0,0
"SLE",7000,6000,79000,0,0,0,0,3804000,121000,503000,0,0,18070000,499000,622000,13000,260000,10339000,694000,50000,0,0,236000,730000,14000,0,0,0,661000,15000,10572000,0,25000,3000,14000,0,0,3000,0,0,0,109000,10129000,25000,1000,0,0,0,0,2000,0,0,18000,0,2506000,129000,0,0,0,0,7212000,0,159000,0,6000,0,32000,0,0,0,0,0,0,54000,0,0,7000,0,0,0,0,12000,0,0,0,0,4000,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1000,0,0,0,0,0,0,488000,0,0,0,0,0,0,430000,20000,0,0,2000,0,0,0,0,0,0,41000,0,0,0,0,3000,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",3000,1000,730000,6000,484000,0,0,1000,10000,1622000,0,0,140000,6000,958000,0,280000,256000,980000,45000,1000,0,1000,0,1030000,514000,0,0,12794000,450000,119000,0,0,7490000,4000,4000,0,0,0,0,0,2000,464000,29000,0,41000,0,4e+05,2000,1000,0,0,30908000,2000,1482000,6000,0,0,0,3000,64000,2000,18000,0,0,17000,0,338000,1000,0,0,0,0,0,0,0,0,284000,0,0,0,0,0,0,2000,1000,383000,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,1000,0,0,0,1000,0,195000,0,1000,0,0,0,0,0,0,2000,0,0,0,18000,0,0,0,0,415000,0,0,0,0,0,0,0,2041000,0,4000,0,0,2000,0,0,0,0,0,0
"TGO",0,0,3907000,0,0,16000,0,2000,199000,386000,3000,0,13662000,555000,81000,0,31661000,426000,0,0,0,0,0,0,18000,0,0,1000,2930000,0,2270000,0,9000,0,1404000,0,0,9000,0,0,4000,31000,17340000,0,0,41000,0,0,0,0,1000,0,0,0,0,0,0,0,3000,0,1202000,0,0,0,0,0,121000,158000,0,0,0,0,41000,1819000,0,0,5000,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,0,0,0,0,0,27000,0,13000,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,4000,14000,0,3000,26000,0,0,0,0,0,0,0,0,0,0,0,610000,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,371000,0,0,0
"TZA",6148000,999000,17219000,32000,81000,0,6000,4614000,2443000,13958000,0,169000,38099000,2390000,2843000,178000,6918000,52498000,875000,20124000,17000,23124000,38102000,3338000,65000,638000,0,378000,8052000,381000,16452000,0,116000,916000,288000,0,0,2000,51000,86000,2173000,22000,7441000,204000,2669000,2314000,0,390000,1149000,1717000,0,0,199000,18221000,3362000,7448000,56000,115000,0,0,26567000,0,4813000,0,3362000,0,0,413000,0,0,0,0,0,3000,0,0,126000,434000,0,74000,0,542000,0,0,8000,634000,245000,135000,5000,0,0,0,0,2801000,0,0,0,0,0,1000,0,0,0,24000,3790000,0,0,20000,0,0,1000,0,0,1000,0,0,0,1000,0,0,0,0,0,6000,0,182000,0,4e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277000,32000,0,0,0,0,0,0,0,0
"URY",15000,9861000,14162000,0,0,0,16898000,354000,5761000,0,0,0,41893000,1856000,40063000,257000,32735000,24790000,5693000,11178000,0,16000,44000,110000,2237000,0,1000,8203000,27385000,439000,13480000,0,18000,1000,0,0,0,6106000,0,0,77000,0,17696000,436000,0,0,1645000,0,0,3092000,1036000,0,0,176000,0,987000,0,7000,477000,0,0,110000,1018000,0,0,5950000,0,0,4438000,40000,0,0,0,0,0,0,504000,0,0,0,120000,0,37000,0,5000,0,1911000,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0,1628000,0,0,0,0,181000,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",242000,213000,151000,0,10000,0,5000,15000,336000,3064000,0,0,1310000,18000,528000,24000,8763000,561000,16000,20749000,0,1348000,55000,3000,58000,0,0,14000,544000,0,36703000,0,7616000,8000,0,0,0,0,15000,0,680000,0,229000,25000,3000,31000,0,148000,0,0,0,0,0,10548000,0,81000,0,1634000,53000,0,2159000,0,973000,4000,210000,0,0,1000,2000,0,0,0,0,0,0,0,38000,6000,0,0,0,7000,0,0,50000,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,3000,1000,0,0,0,0,0,0,0,10000,1000,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,474000,0,165000,0,0,0,34000,0,0,1000,0,0,0,0,0,0,0
"AFG",121000,938000,388000,247000,0,10000,0,25000,4911000,3530000,2000,1469000,24363000,1971000,121000,341000,2632000,28400000,980000,11000,0,2000,16803000,331000,2334000,182000,638000,10000,4809000,1000,1045000,0,0,29000,806000,66000,2000,1000,0,0,14000,1000,916000,378000,5000,16250000,10000,0,0,313000,1000,0,101000,359000,48766000,2517000,56000,1000,0,1000,2094000,2000,0,8000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,187000,1681000,0,0,0,0,1000,379000,1604000,8000,0,8745000,1000,2022000,0,22815000,131000,386000,0,0,0,0,0,0,0,0,39000,4240000,0,3917000,216000,0,0,0,0,0,10000,0,0,0,183000,3171000,0,0,0,0,0,0,0,0,692000,0,0,1494000,3000,0,0,0,0,785000,0,0,0,0,0,141000,31000,0,0,0,0,45000,1081000,0,0,567000,6000,0,0,0,1376000,0,0,2000,0,228000,12000,0,0,0,0,0,0,1000,0,0,0,0,0,30000,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,6000,0,0,769000,0,0,0,3000,0,0,963000,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0
"DJI",0,0,4000,0,0,0,0,0,0,0,0,0,7000,0,0,0,686000,167000,26000,4000,0,0,0,0,2326000,0,0,45000,816000,0,8000,0,0,62000,0,0,0,0,0,0,0,4000,91000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000,0,0,488000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739000,0,0,0,505000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,864000,3591000,0,0,0,0,0,10000,0,0,0,0,48000,0,485000,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,334000,141000,0,1000,0,0,2142000,4762000,0,0,0,3841000,11000,10233000,294000,1903000,1018000,144000,2000,0,1338000,256000,146000,0,0,845000,10000,1217000,341000,205000,0,45000,152000,1006000,0,0,0,0,0,0,4000,211000,13542000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3146000,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,13000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,5000,0,0,0,0,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",120000,0,66000,0,0,0,0,8000,256000,0,1000,0,506000,0,997000,9000,1204000,10000,0,2328000,0,2000,0,12000,2000,0,0,2000,1e+05,0,2276000,0,4000,0,0,0,0,0,0,0,1784000,0,20000,0,1000,2000,0,7000,0,0,0,0,0,6050000,0,3000,0,608000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,0,0,0,0,2000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",7292000,0,13000,0,114000,0,0,0,0,0,0,0,877000,0,0,0,6170000,2641000,0,87000,0,0,0,501000,0,0,4000,0,92000,0,12455000,0,0,0,0,0,0,0,0,0,0,0,56000,4e+05,6794000,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",1000,2000,47000,0,0,0,0,0,12000,0,0,0,26000,6000,2000,0,63000,39000,0,198000,0,0,0,0,0,0,11000,0,70000,0,330000,0,0,0,0,0,0,1000,0,0,3258000,0,0,0,0,26000,0,0,0,0,0,0,0,514000,0,2000,0,5137000,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",40000,0,123000,0,0,0,0,0,780000,0,0,0,738000,11000,0,1000,918000,0,34000,0,0,0,0,20000,0,0,4000,0,81000,2000,955000,0,0,0,0,0,0,0,0,0,0,0,5000,0,15000,4000,0,0,0,0,0,0,0,0,0,96000,0,2000,0,0,0,0,289000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",134000,2000,1205000,0,0,0,0,0,178000,0,0,0,1087000,28000,0,0,652000,541000,36000,359000,0,0,15924000,0,90000,0,0,22000,260000,0,2959000,0,0,0,0,0,0,5000,0,0,0,0,56000,0,2000,432000,0,0,0,0,0,0,0,1550000,0,23000,0,7000,0,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,13987000,0,1105000,0,3427000,0,1000,0,0,0,177000,18717000,0,2000,53550000,38904000,2000,0,0,0,342000,4000,1411000,462000,0,0,991000,0,152019000,0,0,133000,2000,0,0,0,0,0,0,0,8053000,0,0,13000,0,0,0,0,0,0,0,0,0,16802000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",8108000,5171000,11032000,0,1282000,0,0,0,8547000,0,0,0,22929000,3726000,0,0,96253000,115865000,0,1000,0,0,9000,0,394000,0,0,0,58321000,4000,7405000,0,0,41000,228000,0,0,0,0,0,0,0,169457000,2000,0,30000,0,4130000,0,0,0,0,0,0,0,21743000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10387000,0,0,0,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,6452000,0,0,0,0,0,76000,0,0,0,1200000,1000,0,0,841000,1279000,0,23000,0,0,0,189000,0,0,0,0,246000,0,22000,0,0,0,0,0,0,0,0,0,0,0,43000,0,0,6000,0,0,0,0,0,0,0,0,0,41000,0,0,0,0,0,0,0,0,0,0,0,119000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",9000,0,3000,0,3000,0,89000,2683000,0,0,0,0,10000,1000,0,6000,31000,290000,0,24000,0,0,1000,8000,0,0,0,0,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,5000,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299000,0,0,0,0,208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",0,288000,2131000,0,0,0,0,0,86000,0,74000,0,2981000,160000,1006000,0,14422000,122000,247000,0,0,0,0,0,10000,0,0,0,2020000,0,4697000,0,0,2000,101000,4324000,0,0,0,0,0,3605000,101000,1000,0,0,1000,0,0,419000,0,0,0,0,0,0,0,0,7000,0,6000,0,3494000,0,0,0,31000,643000,36000,0,0,0,340000,0,0,0,532000,0,0,0,0,11000,0,0,0,0,32000,4000,0,0,0,0,0,0,38000,0,0,0,0,0,193000,0,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,43000,0,0,1000,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",6412000,2452000,587000,0,21000,0,0,2202000,1819000,5380000,0,0,23864000,151000,4810000,493000,13819000,47822000,1433000,9717000,2394000,21000,209000,569000,11000,97000,10000,46000,8131000,517000,26605000,0,453000,0,10000,2767000,0,0,0,3000,619000,16000,3162000,194000,619000,11000,0,133000,4112000,2874000,0,2502000,0,6312000,4445000,6028000,0,2169000,0,0,61784000,0,4023000,0,3000,0,0,307000,0,0,0,0,0,74000,0,0,914000,0,0,10000,0,0,0,0,0,166000,285000,419000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,31000,0,0,0,0,0,0,0,7000,0,0,28000,0,0,0,0,6269000,0,161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478000,7000,0,0,0,0,0,0,0,0
"WSM",39000,0,5000,0,0,0,0,43000,127000,0,0,0,568000,329000,0,0,0,909000,0,5000,0,0,0,182000,0,0,4000,0,0,0,115000,0,0,0,0,0,0,0,0,0,0,0,22000,125000,2710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403000,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
