"","ALB","AUS","AUT","BEL","BFA","BGR","BHR","BRA","CAN","CHE","CHN","CSK","DDR","DEU","DNK","EGY","ESP","FIN","FRA","GBR","GRC","GTM","HKG","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JOR","JPN","KEN","KOR","KWT","LBN","LBY","LKA","MEX","MUS","MWI","MYS","NCL","NLD","NOR","NZL","PAK","POL","PRT","ROU","SAU","SGP","SLE","SUN","SWE","SYR","TCD","THA","TUN","TUR","USA","YUG","ZAF","ARG","CAF","CHL","COD","COG","DZA","GAB","GHA","MAC","MAR","MDG","MLT","NER","NGA","PHL","PRY","SEN","SLV","VEN","ZMB","AFG","COL","ETH","NIC","PER","CYP","ECU","JAM","SDN","SOM","AGO","ARE","BDI","BEN","BGD","BHS","BLZ","BMU","BOL","BRB","CIV","CMR","CRI","CUB","DOM","FJI","GIB","GIN","GLP","GMB","GUF","GUY","HND","HTI","KNA","LBR","MLI","MMR","MOZ","NPL","OMN","PAN","PNG","PRK","SHN","SUR","TGO","TTO","TZA","UGA","URY","VNM","DJI","FLK","KHM","KIR","LAO","MNG","MRT","QAT","RWA","SYC","WSM","YMD","GNB","GNQ","SPM","GRL","ZWE"
"CRI",0,1e+05,7892000,8289000,0,260000,2000,7000,18224000,12605000,0,121000,1061000,60366000,5722000,0,1211000,18502000,6760000,19830000,303000,16450000,13000,0,0,0,178000,310000,266000,348000,1000,23186000,377000,9089000,0,2000,35000,611000,2581000,0,7515000,0,0,0,5000,12202000,6882000,0,3000,42000,0,1363000,82000,0,0,0,17020000,390000,0,2000,118000,78000,223650000,5743000,286000,7000,0,110000,0,0,0,0,0,0,1303000,0,1000,0,0,2712000,0,0,27829000,898000,0,0,724000,0,36510000,8000,0,3044000,563000,1000,0,0,0,0,0,0,1000,145000,0,96000,21000,0,0,0,1000,539000,0,0,0,168000,0,16000,0,14211000,1000,0,0,0,0,0,0,0,16663000,0,0,0,74000,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592000,0,0
"CUB",0,639000,2998000,5731000,0,0,19000,0,80081000,3998000,0,0,0,8604000,9847000,17459000,313979000,39535000,24059000,13892000,10000,0,214000,0,5000,0,106000,145000,21734000,0,0,19408000,12000,340523000,0,0,59000,0,407000,0,1476000,0,0,0,46000,6397000,36000,36943000,0,0,68318000,0,1694000,37000,0,0,31981000,10441000,19000,1000,3004000,0,0,14363000,0,55000,2000,81000,1000,3000,26422000,0,0,5000,59753000,2000,54000,0,0,0,3000,13154000,0,286000,0,0,2000,4000,0,75000,184000,0,2307000,0,4000,0,0,0,0,0,0,0,20000,0,17000,27000,12000,2000,0,0,6000,0,0,5000,0,0,0,0,0,0,0,8286000,0,0,0,0,4000,0,0,0,0,0,2919000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,38000,1659000,22119000,0,0,0,2058000,23894000,1225000,0,0,0,19201000,215000,0,18835000,34101000,41129000,13551000,7000,4000,15000,0,0,0,96000,8049000,0,16000,0,30667000,0,2795000,0,0,0,0,0,0,4000,0,0,0,36000,2873000,786000,4000,0,0,11746000,0,0,0,0,0,32490000,6762000,0,0,0,0,655649000,16000,0,0,0,0,0,0,24390000,0,0,0,32376000,0,0,0,0,1167000,0,462000,0,2702000,0,0,159000,0,26000,0,0,2000,93000,0,0,0,0,0,0,0,0,0,3000,0,9000,0,31000,28000,0,0,0,0,0,21000,0,0,0,85000,1002000,0,0,0,0,0,0,0,409000,0,0,0,0,0,286000,0,0,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",0,45614000,0,5000,0,0,3000,0,219000,157000,1000,0,0,2479000,0,0,301000,0,152000,113795000,6000,0,978000,0,0,11000,62000,0,0,0,0,65000,0,13875000,0,3966000,0,0,0,0,1292000,0,0,5302000,325000,192000,673000,42905000,0,0,0,0,252000,194000,0,0,537000,0,0,87000,0,0,20760000,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,925000,0,0,0,0,0,0,1345000,0,0,0,0,0,0
"GIB",0,0,10000,7000,0,0,6000,0,0,6000,0,0,0,102000,16000,30000,0,0,46000,2256000,0,0,0,0,0,0,37000,0,0,0,0,385000,18000,0,0,2000,0,0,0,0,0,0,0,0,0,32000,1000,0,14000,0,56000,0,183000,0,0,0,26000,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,39000,0,0,11000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,79000,75000,0,0,0,0,14846000,9644000,0,0,0,17541000,621000,1074000,25197000,0,12298000,50000,379000,0,0,0,0,195000,1000,0,0,45000,0,4946000,0,479000,0,0,0,0,0,0,0,0,0,0,0,835000,2535000,0,0,0,0,0,24000,0,0,0,141000,0,0,0,0,0,40320000,10777000,0,0,0,0,11000,0,5000,17000,18000,0,31000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363000,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLP",0,1000,1000,254000,0,0,0,2000,18000,116000,0,0,0,5139000,6000,0,28000,0,171231000,594000,0,0,0,0,0,0,10634000,9000,0,0,0,661000,0,6000,0,0,0,0,0,0,145000,0,0,0,98000,533000,3000,0,3000,0,0,0,569000,0,0,0,73000,0,0,0,3000,0,962000,0,0,0,0,0,0,0,1000,0,0,0,320000,2000,0,0,0,0,0,0,0,156000,0,0,0,0,0,0,0,1000,2000,2000,0,0,0,0,0,0,0,0,0,0,219000,487000,1000,0,0,8000,0,0,0,24602000,0,1683000,413000,7000,16000,479000,0,0,0,0,0,0,1000,0,0,0,60000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,26000,139000,1000,0,0,0,0,6000,10044000,0,0,0,1812000,2000,0,55000,6000,3624000,18427000,14000,0,32000,0,0,2000,44000,0,0,0,65000,5791000,0,2000,0,0,0,1000,0,0,0,0,0,0,0,358000,2000,0,0,0,8111000,0,92000,0,161000,0,14000,0,0,0,0,0,59000,0,1000,0,0,0,0,0,0,0,305000,0,0,0,6000,0,4000,0,0,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,460000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUF",0,0,4000,124000,0,0,0,128000,0,0,0,0,0,66000,0,0,54000,52000,618000,140000,0,0,0,0,0,604000,5000,0,0,0,0,132000,0,56000,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,34000,0,0,0,19000,0,0,0,0,0,4556000,0,0,0,3000,0,180000,8000,0,0,0,0,2000,0,0,0,0,0,0,0,0,4000,0,0,176000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,44000,0,0,0,321000,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,92000,7000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,342000,253000,1098000,0,0,9000,1306000,11483000,4000,0,0,0,8479000,6180000,0,4018000,6299000,8353000,105910000,0,0,10000,0,147000,110000,130000,397000,0,0,0,2801000,0,17407000,0,0,157000,0,0,0,1210000,0,0,0,0,1100000,8040000,175000,5000,0,2000,0,21000,0,0,0,1500000,0,0,246000,0,0,93823000,490000,0,1262000,1000,93000,0,0,1554000,0,0,0,20157000,0,12000,0,0,0,0,0,0,388000,0,0,137000,0,0,0,1000,0,31030000,0,0,0,0,0,0,0,0,0,90000,0,5005000,0,0,0,0,0,0,0,0,60000,0,1000,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,19000,16478000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,6000,4168000,2799000,0,0,0,911000,11554000,3318000,0,480000,0,42877000,1908000,0,4425000,1633000,2765000,1583000,5e+05,12465000,401000,0,18000,0,233000,0,0,69000,60000,3862000,291000,11082000,0,0,212000,958000,59000,0,1720000,0,0,0,1000,4114000,1025000,0,0,0,1000,0,311000,0,0,0,1383000,0,0,0,0,0,158650000,0,28000,1634000,0,0,0,0,112000,0,0,0,0,0,0,0,0,915000,8000,0,0,1616000,0,0,571000,0,10552000,0,0,1442000,6653000,0,0,0,0,0,0,0,0,0,0,0,1420000,0,0,5975000,0,15238000,0,0,0,1916000,0,0,47000,0,9000,0,0,0,0,0,0,0,4992000,0,0,0,0,0,2421000,0,0,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,14000,58000,3276000,20000,0,0,7000,3516000,1281000,0,0,0,1313000,752000,0,382000,50000,9189000,306000,25000,3000,0,0,0,0,23000,0,0,2000,2000,5387000,95000,305000,0,0,0,17000,0,0,1000,0,0,0,1000,498000,242000,0,2442000,20000,0,0,13000,0,0,0,76000,18000,0,0,0,0,109523000,0,0,0,0,3000,1000,0,31000,0,0,0,137000,0,0,0,0,1000,1000,72000,1000,502000,0,0,15000,0,1000,2000,0,0,119000,0,0,0,0,0,0,0,229000,0,28000,0,48000,0,0,0,0,481000,0,0,0,495000,0,60000,0,0,0,174000,3000,0,0,0,0,0,88000,0,0,0,0,1000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,351000,0,1066000,0,0,0,13000,846000,39000,0,0,0,2207000,32000,0,0,2000,2076000,53030000,0,0,0,0,0,0,1213000,0,0,0,0,752000,0,640000,0,6000,0,0,0,0,3000,0,0,0,53000,345000,0,0,0,0,0,0,97000,0,0,0,0,0,0,0,0,0,14701000,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,2000,0,0,0,0,0,188000,0,0,1000,0,0,3000,0,0,2174000,0,0,0,0,0,0,0,0,0,29000,0,2320000,0,0,1000,0,0,0,0,0,783000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,1000,6969000,28104000,2000,0,0,8000,579000,772000,0,6818000,0,137691000,1644000,263000,29760000,1669000,51422000,9761000,1920000,0,1716000,243000,3000,0,0,0,0,0,2290000,72684000,0,16368000,0,3601000,25000,285000,0,0,433000,0,0,1000,0,18486000,55248000,0,166000,417000,75000,1530000,292000,847000,369000,98000,7055000,0,0,0,0,0,117048000,19235000,0,285000,0,1000,10000,5000,0,0,1063000,0,4000,0,0,0,1711000,0,0,5000,0,50000,0,0,0,20000,0,61000,0,96000,0,0,0,0,0,0,3000,0,0,0,0,0,0,165000,5000,0,0,0,0,0,521000,0,86000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,18000,0,0,0,26000,0,0,0,0,0,0,0,1980000,0,0,0,0,0,43000,0,0,0,0
"MLI",0,0,1000,60000,959000,0,0,0,53000,24000,6435000,452000,0,1889000,845000,1000,398000,1000,9688000,1261000,158000,0,0,0,0,0,20000,13000,0,0,0,1031000,0,850000,0,28000,0,17000,0,0,0,1000,0,0,3000,1397000,1000,0,0,0,0,0,59000,0,2000,1219000,291000,0,29000,0,0,0,527000,1081000,0,0,0,0,23000,0,312000,18000,442000,0,2000,0,0,635000,8000,0,0,813000,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,2206000,5000,0,0,0,0,0,29000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,190000,0,0,0,0,0,0,0,0,0,0
"MMR",0,117000,452000,5938000,0,0,13000,0,18000,2073000,16351000,0,0,5874000,5776000,5000,617000,410000,3653000,5533000,42000,0,8434000,0,33585000,3372000,45000,116000,3015000,74000,62000,1573000,1000,25459000,8000,649000,1429000,0,0,17108000,0,9641000,0,37700000,0,5238000,2326000,10000,10660000,0,9000,0,75000,12010000,0,557000,3868000,0,0,1605000,0,0,2370000,1464000,0,0,0,0,0,0,0,0,0,10000,8000,0,3000,0,368000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137000,0,549000,0,0,1000,0,0,4228000,0,0,0,0,68000,0,0,0,2626000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,3473000,3979000,31516000,0,0,12000,11060000,4328000,4209000,0,0,0,44501000,4737000,7102000,8174000,612000,10165000,22753000,568000,0,1521000,0,9940000,15552000,1693000,15000,1896000,2000,0,17840000,39000,63347000,219000,4274000,430000,0,5000,280000,23037000,529000,1765000,261000,0,28583000,2312000,218000,0,0,58417000,0,107000,5301000,0,0,4678000,1000,0,1000,0,0,39359000,0,0,0,0,23000,1561000,0,0,0,0,0,76000,140000,13000,0,7000,341000,0,0,0,992000,354000,0,0,0,0,125000,99000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,93000,7000,1030000,0,0,13000,0,0,148000,0,0,0,1588000,21000,0,0,3000,554000,1038000,0,0,711000,0,0,29035000,0,702000,0,0,0,140000,2000,1789000,0,70000,0,0,0,0,0,0,0,32000,1000,153000,5000,35000,2943000,0,0,0,0,1320000,0,0,32000,2000,0,10000,0,0,688000,0,0,0,0,0,0,0,0,0,0,0,386000,0,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,58834000,0,0,981000,36897000,0,10000,0,0,0,1880000,47920000,449000,0,0,99100000,254263000,0,0,3000,0,0,633000,0,5152000,2571000,0,0,5000,0,520009000,0,0,613000,0,0,0,10000,0,0,0,0,18591000,8000,0,6281000,0,0,0,318000,142115000,0,0,2000,0,0,0,0,0,58296000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,590000,6834000,6645000,0,0,0,39314000,5778000,34642000,1279000,0,0,44238000,5723000,4778000,18727000,4602000,2167000,5142000,922000,847000,4155000,0,236000,0,939000,104000,0,325000,190000,43397000,0,35184000,0,28315000,0,0,2445000,1000,8552000,3000,0,309000,0,7902000,15915000,0,3688000,57000,0,0,245000,858000,0,0,8056000,1708000,0,199000,720000,37000,212565000,8764000,1000,10215000,0,2470000,0,0,50000,0,118000,0,1828000,0,0,0,1495000,299000,713000,3000,13020000,20604000,232000,0,3628000,0,5508000,501000,0,399000,473000,0,0,0,0,0,0,0,0,0,61000,213000,902000,21000,0,16604000,302000,204000,0,0,0,213000,0,0,362000,1732000,612000,0,0,0,0,0,0,0,1869000,0,0,0,587000,12000,186000,0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,36069000,615000,4891000,0,0,0,0,1487000,105000,0,0,0,142697000,4159000,0,12733000,199000,4340000,30370000,9535000,0,639000,0,139000,87000,774000,49000,1000,1000,0,707000,0,143965000,0,640000,3000,39000,0,0,4000,0,1000,32000,212000,2163000,499000,2160000,0,0,0,0,38000,3780000,0,0,96000,0,0,0,0,0,38982000,0,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,3000,0,0,185000,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715000,0,0,0,0,0,0,12000,0,0,0,0,0,0
"PRK",0,51000,931000,1553000,58000,0,1000,93000,106000,473000,0,0,0,51250000,54000,27215000,1076000,540000,18883000,3132000,32000,0,6938000,0,100541000,5229000,1167000,570000,730000,0,0,2408000,1868000,64982000,72000,0,1561000,0,0,153000,0,0,5000,1840000,7000,4755000,1295000,119000,2580000,0,192000,0,8878000,11800000,0,0,581000,7964000,0,33000,0,0,0,9236000,0,0,0,10000,151000,26000,1639000,0,0,6000,0,18000,0,0,0,5771000,0,0,0,139000,20000,0,35000,16000,0,824000,0,56000,0,42000,0,0,0,880000,0,0,0,0,5000,0,1000,0,114000,10000,0,0,8000,0,0,9000,0,0,0,0,0,0,0,44000,1874000,0,0,0,0,28000,0,0,0,277000,144000,1152000,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,1000,0,0,158000,0,0,0,0,0,0,0,16000,2000,266000,0,0,0,0,0,0,0,0,0,0,0,145000,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,599000,2269000,0,0,0,2350000,6313000,294000,0,0,0,30285000,5945000,0,0,0,6173000,10688000,0,0,0,0,5000,0,0,0,0,0,1000,3995000,0,5357000,0,0,0,0,0,0,36000,0,0,0,6000,38851000,30750000,0,0,0,323000,0,19000,0,0,0,4877000,0,10000,0,0,0,124249000,0,0,1096000,0,0,0,0,0,81000,0,0,91000,0,0,0,0,0,0,20000,0,62000,0,0,0,0,0,1000,0,0,1101000,0,0,0,0,0,0,0,0,0,69000,0,295000,0,0,0,0,0,0,0,0,5140000,0,1118000,0,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,723000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,24000,12868000,167000,0,0,0,17000,276000,0,0,0,22227000,1020000,3000,60000,47000,66409000,811000,35000,0,0,0,0,0,0,2000,0,0,44000,1940000,0,4877000,0,0,0,0,331000,0,0,0,0,0,41000,38456000,0,0,0,1896000,0,0,25000,0,51000,0,826000,0,2000,0,0,0,649000,97000,103000,0,31000,0,273000,6000,3000,29000,3689000,0,5000,0,0,654000,2767000,0,0,3000,0,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,352000,0,0,0,20000,0,0,612000,85000,0,0,0,0,0,0,2000,1000,0,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,220000,194000,2094000,0,0,5000,5609000,24371000,655000,0,0,0,12871000,9727000,5000,11410000,53000,4223000,76757000,1416000,366000,255000,0,1000,5000,22000,123000,0,1000,20000,14556000,0,687000,3000,1000,9000,11000,7000,6000,1553000,0,4000,91000,87000,8878000,7426000,78000,5000,0,655000,0,66000,91000,0,0,3172000,0,6000,1000,0,0,1243974000,0,7000,10000,0,46000,0,0,749000,2000,5000,0,0,0,3000,0,15786000,235000,32000,481000,916000,4810000,4000,0,130000,4000,490000,44000,0,1770000,54274000,1000,0,0,0,0,0,19000,3626000,433000,109000,19000,22034000,3820000,1042000,2662000,2000,462000,1000,10000,0,2043000,3000,4105000,55002000,528000,76000,28457000,1000,0,0,0,0,0,1039000,8000,0,1323000,36569000,0,0,2000,0,726000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",0,2804000,1320000,19401000,0,0,643000,0,6787000,2445000,15051000,601000,1010000,30590000,8023000,6160000,2829000,344000,6895000,40737000,2109000,0,16387000,0,33161000,27935000,4939000,610000,2382000,7000,896000,14990000,262000,10553000,0,51000,974000,92000,0,0,11000,24000,90000,6278000,0,13874000,815000,4142000,2658000,1290000,4932000,0,1169000,5924000,0,3562000,7818000,160000,0,588000,0,0,31383000,10094000,0,0,0,0,204000,0,0,0,15000,0,1573000,1000,144000,0,206000,42000,0,427000,0,0,1488000,0,0,62000,0,0,5000,0,7000,29000,843000,0,0,772000,0,0,0,0,1000,0,130000,565000,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,46000,362000,0,0,0,9000,0,0,0,0,59000,0,0,4000,0,0,0,0,0,0,0,0,0,1136000,4000,0,752000,0,0,0,0,0
"UGA",0,8340000,1921000,383000,0,0,5000,0,2602000,1663000,1604000,664000,0,20439000,2472000,4090000,8829000,4000,11271000,45747000,1900000,0,8143000,4016000,301000,2000,924000,28000,286000,0,0,11052000,399000,27635000,0,1125000,70000,0,1639000,0,0,0,5000,259000,2000,1902000,106000,1710000,44000,0,0,704000,254000,692000,0,3099000,4296000,93000,0,946000,0,0,67012000,9884000,0,8000,0,0,152000,4000,2488000,0,94000,0,3890000,0,0,0,13000,0,0,0,0,17000,24000,0,0,18000,0,0,0,0,0,4666000,914000,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186000,0,0,0,0,0,0,0,0,0,56000,0,0,1130000,0,0,0,0,0
"URY",0,14000,4797000,9531000,0,0,0,67083000,1439000,9005000,64000,7111000,4349000,50623000,1437000,3179000,28092000,374000,15405000,16016000,15774000,45000,4552000,73000,55000,22000,187000,8875000,0,1000,16717000,20504000,18000,6856000,0,209000,365000,25000,18000,0,4935000,0,1000,136000,1000,19704000,332000,0,0,3639000,3501000,74000,246000,8000,0,13628000,7e+05,645000,0,4000,170000,1987000,24980000,1139000,3031000,22144000,0,4677000,811000,0,0,0,673000,0,22000,0,0,0,184000,488000,3850000,0,75000,949000,0,0,3336000,0,27000,725000,835000,340000,0,0,0,0,0,0,0,0,0,0,0,2756000,0,0,2000,50000,0,0,0,2000,0,1000,0,68000,0,26000,55000,0,0,0,0,0,0,0,58000,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,354000,64000,2739000,0,0,0,0,221000,166000,0,0,0,2752000,122000,0,440000,47000,8223000,3107000,0,0,14631000,0,1303000,1000,55000,432000,0,0,0,632000,0,41108000,0,545000,1617000,0,0,0,0,1000,1000,1480000,44000,780000,43000,147000,187000,0,0,0,1004000,8418000,0,0,182000,72000,0,848000,0,0,6150000,4173000,0,0,2000,0,0,2000,0,0,0,0,49000,1000,10000,2000,0,15000,0,6000,0,3000,0,0,0,0,0,1000,0,0,0,0,0,0,0,17000,0,0,0,0,1000,0,0,19000,2000,0,0,0,21000,0,0,1000,0,4000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",0,0,46000,0,0,0,0,0,0,0,0,0,0,137000,0,43000,3259000,0,5123000,258000,12000,0,0,0,0,0,0,3229000,145000,0,4000,484000,0,97000,0,0,83000,0,0,0,0,0,0,0,1000,40000,0,0,0,0,188000,0,2145000,0,0,0,0,19000,0,24000,0,0,278000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000,0,0,0,0,0,0,0,0,433000,0,0,0,0,0,22000,637000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,202000,0,0,0,0,342000,2477000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",0,255000,0,62000,0,0,2000,0,11000,58000,0,0,0,21000,1000,0,31000,0,313000,327000,0,0,139000,0,19000,0,15000,461000,0,0,0,98000,0,588000,0,0,0,0,0,0,0,0,0,36000,1000,24000,4000,5000,22000,0,0,0,47000,227000,0,0,12000,0,0,441000,0,0,1244000,0,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,12390000,0,7000,0,0,1135000,0,0,34000,0,0,0,3240000,23000,0,0,0,8345000,2013000,0,0,30000,0,0,0,0,0,0,2000,0,24000,0,8544000,0,3e+05,0,0,0,0,0,0,0,0,1400000,240000,1110000,14058000,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2741000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,3000,4000,8000,0,0,0,0,0,413000,0,0,0,18000,4000,11000,0,0,749000,33000,0,0,170000,0,27000,0,0,0,0,4000,0,90000,1000,1501000,0,110000,0,0,0,0,0,0,0,2420000,0,27000,0,0,0,0,0,0,99000,352000,0,0,2000,0,0,5018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
